# Created by Octave 5.2.0, Fri Sep 17 14:10:09 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
3.1867849336602724e-13


# name: H
# type: complex matrix
# rows: 27
# columns: 27
 (0.99999999999999989,0) (-0.10533497181331575,-0.99443679724409306) (0.22706465955794555,-0.9738796847556882) (0.72526857236665965,-0.6884660470475128) (-0.85729489923789581,0.51482565567451) (0.61198699464600259,0.79086782611518314) (-0.39522607311598312,0.91858388355627185) (-0.97034424838440836,0.24172720084280191) (0.87247740717399447,-0.48865445252340334) (0.31575372023304538,0.9488411817364355) (0.51322321886832922,-0.85825516463021168) (0.98912600699179687,-0.14707053509274265) (-0.5538819443077897,-0.83259521483721322) (-0.43660985268110963,0.89965095261538985) (0.73017241374641428,-0.68326294075102467) (0.81115272801997684,0.58483437982539288) (-0.93482680281375108,0.35510399707834828) (-0.63867233127919931,-0.7694788192396167) (-0.33198058385131707,0.94328621952498826) (0.99333529707909318,-0.11526052046034785) (0.060211833309738394,0.99818562158021518) (0.37718733406374566,-0.92613698501997244) (-0.98711084767247581,-0.16003804050078119) (-0.99999654384843684,-0.0026291236529732975) (-0.95071001084928608,0.31008140104003717) (0.86504570584226637,0.50169306035050687) (-0.93001678204403926,-0.36751705418450042)


# name: N
# type: scalar
27


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 26
 (-6.106226635438361e-16,-1.5543122344752192e-15) (0,4.9960036108132044e-16) (-2.2204460492503131e-16,-3.3306690738754696e-16) (-2.2204460492503131e-16,3.3306690738754696e-16) (5.5511151231257827e-16,3.8857805861880479e-16) (-1.1102230246251565e-16,-3.8857805861880479e-16) (2.2204460492503131e-16,-1.1102230246251565e-16) (-1.1102230246251565e-15,-6.6613381477509392e-16) (9.9920072216264089e-16,-5.5511151231257827e-17) (-5.5511151231257827e-16,0) (-7.7715611723760958e-16,2.2204460492503131e-16) (-4.4408920985006262e-16,-4.4408920985006262e-16) (-3.8857805861880479e-16,-4.4408920985006262e-16) (-1.1102230246251565e-16,-7.7715611723760958e-16) (-1.8873791418627661e-15,-4.4408920985006262e-16) (-1.2281842209915794e-15,-4.4408920985006262e-16) (1.3322676295501878e-15,-6.106226635438361e-16) (-1.1102230246251565e-16,-3.3306690738754696e-16) (-1.1102230246251565e-16,-8.3266726846886741e-17) (4.4408920985006262e-16,-4.163336342344337e-16) (-4.4408920985006262e-16,1.6653345369377348e-15) (1.1102230246251565e-16,0) (6.6613381477509392e-16,-1.3322676295501878e-15) (0,8.8817841970012523e-16) (5.5511151231257827e-16,-8.3266726846886741e-16) (-3.8857805861880479e-16,6.6613381477509392e-16)


# name: is_convergent
# type: scalar
2.1755372158974286e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 27
 1.8485761204948692 1.8485761204948674 1.8485761204948667 1.848576120494869 1.8485761204948679 1.848576120494869 1.8485761204948687 1.8485761204948696 1.848576120494867 1.8485761204948683 1.8485761204948703 1.8485761204948692 1.8485761204948694 1.8485761204948703 1.8485761204948674 1.8485761204948685 1.8485761204948692 1.848576120494867 1.848576120494867 1.8485761204948705 1.8485761204948696 1.8485761204948683 1.8485761204948667 1.8485761204948681 1.8485761204948679 1.8485761204948681 1.8485761204948685


# name: spectrum
# type: scalar
5.196152422706616


# name: x
# type: complex matrix
# rows: 1
# columns: 27
 (-1.1898274791292738,-1.4147594294341137) (-0.95562941181335026,1.582405163206037) (0.20202062102841647,-1.8375041066466069) (-0.019059363690993914,1.8484778640599284) (0.87565803744496318,-1.6280223200932755) (1.7197212818901351,-0.67807992587748178) (0.3824438983866863,-1.8085824111305113) (0.52231164350197568,-1.7732524412294286) (1.7735123932317052,-0.52142829259391255) (-1.6677137074987289,-0.79747392627264113) (-1.810444933922817,0.37352752843274051) (1.848527969520626,0.013342382239031477) (-0.83495824642521554,-1.6492660185641341) (1.8163906399081708,0.34345118505815431) (1.7602072553886861,0.56471593862833669) (-1.2868954541761419,-1.327077150464373) (-1.6451014958322188,0.84313388122792066) (-1.6983679997968344,-0.72991767380297945) (1.5097421188255771,-1.0667297726734313) (1.5204885646587942,-1.0513554099379077) (-1.6023405683592979,-0.92181254941222446) (-1.8321154602662133,-0.24614348156589347) (1.8145894195920298,0.35284403292178923) (-0.045333264362652503,1.8480201753244154) (-1.7654100655066649,0.54823441507407145) (-1.4978690779020172,-1.0833383122223719) (-1.355936381837914,1.2564514322774936)


# name: x0
# type: complex matrix
# rows: 1
# columns: 27
 (-1.1898274791292738,-1.4147594294341137) (-0.95562941181335026,1.582405163206037) (0.20202062102841647,-1.8375041066466069) (-0.019059363690993914,1.8484778640599284) (0.87565803744496318,-1.6280223200932755) (1.7197212818901351,-0.67807992587748178) (0.3824438983866863,-1.8085824111305113) (0.52231164350197568,-1.7732524412294286) (1.7735123932317052,-0.52142829259391255) (-1.6677137074987289,-0.79747392627264113) (-1.810444933922817,0.37352752843274051) (1.848527969520626,0.013342382239031477) (-0.83495824642521554,-1.6492660185641341) (1.8163906399081708,0.34345118505815431) (1.7602072553886861,0.56471593862833669) (-1.2868954541761419,-1.327077150464373) (-1.6451014958322188,0.84313388122792066) (-1.6983679997968344,-0.72991767380297945) (1.5097421188255771,-1.0667297726734313) (1.5204885646587942,-1.0513554099379077) (-1.6023405683592979,-0.92181254941222446) (-1.8321154602662133,-0.24614348156589347) (1.8145894195920298,0.35284403292178923) (-0.045333264362652503,1.8480201753244154) (-1.7654100655066649,0.54823441507407145) (-1.4978690779020172,-1.0833383122223719) (-1.355936381837914,1.2564514322774936)


