# Created by Octave 5.1.0, Fri Sep 17 16:26:39 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
2.7661687217832507e-13


# name: H
# type: complex matrix
# rows: 41
# columns: 41
 (1,0) (-0.56285099841843289,0.82655837880900673) (0.57425414140202047,0.81867709207148875) (-0.58569011407570493,-0.81053506418537424) (0.93081471918990044,0.36549139324945445) (-0.996881611678332,0.07891167402616836) (0.34875649326585173,0.93721337400023663) (-0.71539867842182214,-0.69871648822130394) (-0.089420709025285761,0.99599394415699927) (-0.52448935456866375,-0.8514170053176916) (0.63805387699627669,0.76999172076719102) (0.48268054836517393,-0.87579648790680531) (-0.25529096657164696,-0.96686427299125843) (-0.64623415044748089,0.76313918966032912) (-0.1831703176473293,-0.98308119437459329) (0.042162524861287076,0.99911076537955545) (-0.20956938595452468,-0.97779377808955381) (-0.17158878935915228,0.9851686593503981) (-0.30864076960190628,-0.95117867687387858) (0.69910909665737131,0.71501501450732752) (-0.88336014854078504,-0.4686948345885642) (0.35336657640114189,-0.93548493450324233) (0.6663821691669507,0.74561035710104573) (0.37430324088385292,0.92730635922754534) (-0.81935138584631151,-0.57329164175987146) (0.7462745144217271,-0.66563830202642094) (-0.83326335784603545,-0.5528762759163669) (0.61717253775027781,-0.78682784562246022) (-0.43341546344258508,-0.90119422770502089) (0.89281118628012779,-0.45043111088497367) (-0.99094000263101933,0.13430529098153524) (-0.48868978189147294,-0.87245761907090102) (0.88148650121296268,0.47220922076906607) (0.99981104457018533,0.019439011175340637) (0.35172954574149817,-0.9361016646991287) (-0.90237481676325815,0.4309520739844237) (0.47814981532021317,0.87827828967204169) (-0.46522609528237568,0.88519188895307566) (-0.90312136548246036,0.42938537377173941) (-0.1046520107279782,0.99450890224803401) (0.99630174173774344,0.085923450875406149)
 (1.0000000000000002,0) (0.41639518439200141,-0.90918372753539345) (0.95342248530904694,0.30163813503454967) (0.98981654243634254,0.1423489104958853) (-0.13472149336068281,0.99088350436702077) (-0.92827671544388823,0.37189022515348374) (0.85163593667339399,0.5241337914754518) (0.49735973701352632,-0.86754440347329687) (0.99297139543083879,-0.1183545852771849) (0.85465194340401718,-0.51920136328378153) (-0.29863069714249108,-0.95436874777215397) (0.36135280585140001,0.93242916605140636) (0.91288821125118591,0.40820964437236307) (-0.76745021441540795,-0.64110854649875415) (-0.646234150447481,0.76313918966032923) (0.34530575694281829,0.93849024194295638) (0.64028420408598197,0.76813809825966906) (0.84861705285772038,0.52900765362996172) (-0.99778396284694515,0.066536933243465268) (-0.57762348503166228,-0.8163033195693119) (0.99106333974357164,0.13339211602009185) (0.23261310892562431,-0.97256935051231996) (-0.98831916004486575,-0.15239828702518798) (-0.74972691833300864,0.66174734448042249) (0.0050652905745116605,-0.99998717133341108) (0.96563685939255206,-0.25989508610685497) (0.049687711288889047,0.9987648028173971) (0.54728311057256196,-0.83694754727044973) (-0.99982323899675074,0.018801350005970052) (-0.68795593629740559,-0.72575245760049678) (-0.5808841951752286,0.813986211059885) (-0.24767161170107976,0.96884403943947017) (-0.96550777216432915,0.26037423430569012) (-0.7960040759127045,-0.60529126140260914) (-0.94454779730539795,0.32837396152180187) (0.23091138943309025,-0.97297478396414805) (0.42303564498357882,-0.90611304100168888) (-0.66891462954863101,0.74333923505746569) (-0.99262039979326988,0.12126311027781861) (-0.99976622886301847,-0.021621462138763814) (0.86246497226159669,-0.50611675690674662)
 (1,0) (0.86551751145102762,-0.50087866531887915) (-0.72843461884534733,-0.68511532318846569) (0.99429731292359991,0.10664358167705412) (-0.050371450626240225,-0.99873055273272238) (-0.0033668893710992048,-0.99999433201191934) (0.64760986155692601,0.76197209083681128) (0.45680826099828864,-0.88956518180722532) (-0.2425797315332861,0.97013147245579123) (-0.13695158570771915,-0.99057774211423855) (0.94934630491881566,0.31423175100074086) (0.59373940150797455,-0.80465739485631571) (-0.98662018010919772,-0.16303564089270842) (0.91288821125118613,0.40820964437236312) (-0.25529096657164696,-0.96686427299125866) (0.91316831649026931,-0.40758266125821602) (0.37884864448861078,0.92545864552077317) (-0.77098945136171682,-0.63684791425344212) (-0.80466340739017717,0.59373125301539398) (-0.96938833782925282,-0.24553258537440412) (-0.61466658335755808,-0.78878703799159078) (-0.47718411290597418,0.87880334682461214) (-0.80012273923216792,-0.59983631280843042) (0.7003582832476245,-0.71379147871520732) (0.960425794560956,0.27853598177247513) (0.24901201683724369,0.96850039518352793) (-0.85854896594975416,0.5127315799388692) (-0.84709564404983528,-0.53144046687450919) (-0.87182820037832309,-0.48981178938965519) (-0.95895183228692527,-0.28356900986100503) (0.58566205650767278,0.81055533775751842) (-0.050690928335973613,0.99871438849374661) (0.44093186449133215,0.89754057895796413) (0.87194642646779419,0.48960129633207222) (0.61152025574642521,0.79122877653168544) (-0.9879000430685102,-0.15509192404905234) (-0.16056621562493531,0.98702507080615143) (0.7557504387863323,0.65485973633616135) (-0.73576466159843767,-0.67723730164761153) (-0.57304572640902451,-0.81952339530019169) (-0.0028086896889765248,0.99999605562333682)
 (0.99999999999999989,5.5511151231257827e-17) (-0.87142440341970062,-0.4905298249083524) (-0.7432952268368116,0.66896353096533856) (-0.021711699284311603,0.99976427327354966) (-0.81395682393504054,0.58092537280581968) (0.75023620266869318,-0.6611699026765061) (0.75800623586582005,0.65224730462343183) (-0.96751832815839944,-0.25280087950317298) (0.9445385507645756,-0.32840055742881535) (-0.30240193978050844,-0.95318050064874238) (-0.9811066884403663,-0.19346748020682419) (0.6632237360576867,-0.74842118885670528) (0.59373940150797444,-0.80465739485631538) (0.36135280585139995,0.93242916605140636) (0.48268054836517404,-0.87579648790680531) (0.94165508953683741,-0.33657939976975887) (-0.83562940325185409,-0.54929363770296069) (-0.4468438507682076,0.89461196785569586) (-0.86047477823779639,-0.50949303824155801) (0.75425440892925433,0.65658227710682315) (0.32552298518739103,0.94553412741935938) (-0.73913917799829587,-0.67355272662799326) (0.36394097976257261,-0.93142201136190628) (-0.74336019184517355,-0.66889134033855413) (0.31738020680847739,0.94829837304838194) (0.48637914416726424,0.87374786301261964) (-0.48835306246922616,0.87264614041255517) (-0.89523407361791851,0.44559617753462277) (0.9991829965040786,-0.04041459510042672) (-0.28087449323445046,0.95974450717380622) (-0.11275864028902755,-0.99362240767817345) (-0.1568369576584937,-0.98762450795453027) (0.371952058731091,-0.92825194101908681) (-0.97695944314435423,0.21342503707642357) (-0.23851019115995492,0.97113999439465115) (0.7640921211500441,-0.64510714644656264) (-0.43452832122656548,-0.90065816936950249) (0.094873702994322018,0.99548931711000543) (0.9816692651476121,0.19059237619733704) (-0.96156807543423195,0.27456663363509065) (0.91780533019042077,0.39703069890633502)
 (1.0000000000000002,5.5511151231257827e-17) (0.10702162863913184,-0.99425669271241424) (0.10080134066610985,0.99490657336250177) (0.29603262465574076,0.95517782906610327) (0.44424126759817972,-0.89590719171282585) (-0.12618644019305292,-0.99200654348215134) (-0.91554503395468612,0.40221547807228097) (-0.30096463360780845,-0.95363530205069402) (0.57441239656732446,-0.81856606249574293) (-0.96147431979038778,-0.27489476601712803) (-0.37148104681891703,-0.92844053759749301) (-0.98110668844036653,-0.19346748020682414) (0.94934630491881555,0.31423175100074086) (-0.29863069714249102,-0.95436874777215408) (0.6380538769962768,0.76999172076719125) (-0.013108443138974801,0.99991408066817045) (0.24989454383270032,-0.96827305909162142) (0.85618197847353517,-0.51667438463421422) (-0.99519755181423886,0.097886837025948248) (-0.99597920694673836,0.089584704775678314) (0.96408337685943146,-0.26559977873355756) (-0.61621886762928257,0.7875749533712233) (-0.20707294933582909,0.97832550495904069) (0.99840741806092037,0.056414781404585834) (0.69729675919313161,0.71678255393023882) (-0.99864050951814931,-0.052126123482677367) (-0.98853824716687722,0.15097063915953224) (-0.98361839680050056,-0.18026327822275073) (0.99472485339470151,0.10257907212920953) (0.78191468708733014,-0.62338545228223308) (-0.49798908005175441,-0.86718330020198631) (-0.99873722356001537,0.05023901149139598) (-0.9730797205911208,0.23046877743916952) (-0.21549394321064574,0.97650517686263549) (0.62836158357850802,-0.77792141009404636) (0.20632938387740574,0.97848259327837384) (0.14060538246649384,0.99006571823361877) (0.44352715107727897,-0.8962609364784746) (-0.52104736663881568,0.85352776271118169) (0.94442642454325498,0.32872287511586729) (0.94444738386438243,0.32866265244430098)
 (1,0) (0.17963866235755274,-0.98373266235618639) (-0.90768950005206916,0.41964243290595127) (0.91922198850312176,0.39373968031221807) (0.20989690121365495,-0.97772352475579971) (0.51733647103420966,0.85578208425852886) (-0.25254542986282696,0.96758503804854312) (0.97718848761351085,0.21237386768531741) (0.99232182608027841,0.123682632106141) (-0.96312040587662628,0.26907077839119659) (-0.96147431979038778,-0.27489476601712809) (-0.3024019397805085,-0.95318050064874249) (-0.13695158570771895,-0.99057774211423844) (0.8546519434040174,-0.51920136328378153) (-0.52448935456866375,-0.85141700531769171) (-0.89533377580681828,-0.44539581262008637) (0.77609020541263096,0.63062190975463339) (0.71632233372255039,0.69776952800353742) (0.85773529939702164,0.51409158344433292) (-0.79671748443752832,0.60435192561250073) (-0.53910912051311155,0.84223592667350566) (0.6966610942250453,0.71740039015403578) (0.97867202860538505,0.2054289668606189) (-0.99941945021107814,0.034069965362301613) (-0.98079540109332597,-0.19503943497196177) (-0.94825198343945938,0.31751878039437575) (0.4634926105280785,-0.88610078432753203) (-0.39595287957362862,-0.91827082996104736) (0.68277217265910917,0.73063134359426463) (0.89760638144094229,-0.4407978947278432) (-0.16439045084928894,0.98639534653685867) (-0.92674307118629196,0.37569572796107337) (0.051916924645959456,0.99865140711626987) (0.94826182663362557,-0.31748938273501426) (-0.37619098754738456,-0.92654214199254004) (0.29951454417576251,-0.95409173449264584) (-0.91076612798126566,-0.41292258369095602) (-0.74555289016937532,0.66644646293613974) (0.92308130839151104,-0.38460485969136726) (-0.69228820042120576,0.72162112466138884) (-0.52219865117540498,-0.85282387906917045)
 (1,-5.5511151231257827e-17) (0.48456251847516563,0.87475663226351486) (0.50091444395918772,-0.86549680521250916) (-0.57603050191430216,-0.81742819921040089) (0.97361617101849307,0.22819191819888862) (-0.99579658496404233,-0.091592365260168285) (0.7502128432604791,0.6611964078902951) (-0.19549971078408868,0.98070375908494356) (-0.042761273919804832,-0.99908531840516845) (0.99232182608027841,0.12368263210614078) (0.57441239656732423,-0.81856606249574293) (0.9445385507645756,-0.32840055742881558) (-0.24257973153328594,0.97013147245579112) (0.99297139543083879,-0.11835458527718495) (-0.08942070902528565,0.99599394415699949) (-0.99638857906255296,0.084910538295945193) (0.42989787107679489,-0.9028775223936194) (0.49303937215944138,-0.8700069985354284) (-0.39134167650240365,-0.92024545216604436) (-0.76648744481843434,0.64225929104662161) (-0.62595095953297419,-0.7798624213665829) (0.81445336411321745,-0.58022902175318947) (0.33673682365259494,0.94159880607207769) (-0.66106614040575351,-0.75032763377676737) (-0.83607566924329879,0.54861414063016212) (0.041664907546066665,0.99913164071566596) (0.54786572918700793,0.83656628116509035) (-0.89600604760341718,0.44404184786808465) (-0.43999701720740769,-0.89799923432516593) (-0.91042619505648492,0.41367154042183435) (-0.300068547273876,-0.95391764159016734) (-0.92671911280461339,0.37575482160929424) (-0.87878471487807863,-0.47721842472462767) (0.73721808210815354,0.67565486708287481) (-0.041633932658929784,-0.99913293192215069) (0.9923994581907738,0.12305817885317422) (-0.96861869485314367,-0.24855145137575319) (0.75073953238367841,0.66059833069448282) (0.7652105394325277,-0.64378011024058557) (-0.64888039702008582,0.76089041941862801) (-0.69224218434433493,0.72166526742956383)
 (1,5.5511151231257827e-17) (-0.96913837602926867,0.24651735863292104) (-0.99549555651490218,-0.094808211453894009) (-0.56515409627797186,0.82498536196724781) (0.86201611751595031,-0.50688086681460676) (0.93331843237247325,0.35904972328883583) (0.043836478142200874,-0.9990387195620043) (-0.79599355766044932,0.60530509345540973) (-0.19549971078408879,0.98070375908494334) (0.97718848761351063,0.21237386768531724) (-0.30096463360780834,-0.95363530205069369) (-0.96751832815839922,-0.25280087950317287) (0.45680826099828842,-0.88956518180722477) (0.4973597370135262,-0.86754440347329653) (-0.71539867842182203,-0.69871648822130394) (-0.72664141046156139,0.68701692890527344) (0.98808422938520923,0.15391411774180219) (0.50931024590647667,-0.86058298461838367) (-0.39126919651399183,-0.92027627148552216) (-0.18698753719572175,0.9823622859889718) (0.89244410225112236,-0.45115798159534881) (-0.99930946316411884,0.037156383444048979) (-0.065005761491986669,0.99788488863838753) (0.84990871222168773,0.52692995823892352) (0.53008963989389135,-0.84794160982768452) (-0.84624301454036222,0.53279710992238083) (0.041586215545183602,0.9991349191558816) (0.95362867246584648,0.30098563927707106) (-0.24916381276452526,-0.96846135411210121) (-0.12591445535957929,0.99204110294458103) (-0.99983832183356935,0.017981384625014418) (0.56326979137918076,0.82627304332142826) (0.6847064772133673,-0.72881893503260575) (-0.02273680515324028,-0.99974148543082109) (0.28665265318540167,0.95803457997181474) (-0.66252497148056899,0.74903982682142611) (0.94696218013782052,0.32134503168498979) (-0.72007972954426291,0.69389133378322332) (0.84597851921383671,-0.53321697743860852) (-0.79106905992378751,-0.61172685279566907) (-0.5712024755729872,-0.82080919335695213)
 (1,0) (0.43255067580274464,0.90160962331964356) (-0.98824291992019386,-0.15289189392381219) (-0.027315587809191189,-0.99962685971448351) (-0.4659313836550974,0.8848208551595329) (-0.55865894222469381,-0.82939748388356438) (0.99267099795930891,0.12084820979423055) (0.043836478142200819,-0.99903871956200452) (0.75021284326047888,0.66119640789029521) (-0.25254542986282685,0.96758503804854312) (-0.91554503395468578,0.40221547807228086) (0.75800623586581994,0.65224730462343172) (0.6476098615569259,0.76197209083681106) (0.85163593667339388,0.52413379147545169) (0.34875649326585167,0.93721337400023663) (-0.96335654812957894,0.26822408761306998) (-0.65642446392565412,-0.75439175708640838) (0.04628046064665281,-0.99892848540940782) (-0.8356715998170271,0.5492294395416637) (0.99994938482579321,-0.010061202041410644) (-0.97606309955484205,-0.21748752995837384) (-0.99963249523109265,0.027108568351366713) (-0.90102839967991033,-0.43376009840724289) (0.69271752129685438,-0.72120900971101498) (0.99776315010556482,0.066848308066999484) (-0.92893340511202505,-0.37024684855779605) (0.68896387186952834,0.72479568380237314) (0.60176076436401293,-0.79867639408714131) (0.95055471187254703,0.31055714407641533) (0.9913278197569072,0.1314121523148381) (0.94391096141252206,0.33020008619818486) (-0.48799433892743665,-0.8728467936440939) (-0.33616264158468367,0.94180394902697628) (0.03573295338820115,-0.99936137409955883) (-0.95010029592379841,-0.31194459072968789) (-0.96191714026199127,-0.27334120668167494) (0.74535544106352747,0.66666728319079493) (-0.77653578596097983,-0.6300731490247492) (0.77862059946924767,-0.62749498968688955) (-0.56219385528483967,0.82700548310151434) (-0.75396379577753536,-0.65691597229533893)
 (1,5.5511151231257827e-17) (0.19985964577387827,0.97982453632838817) (-0.2000062489087191,0.97979462153936359) (0.27378799461126008,-0.96179006753383867) (0.10267189592175602,-0.99471527674396976) (0.78407828099850096,0.62066194443226319) (-0.55865894222469381,-0.82939748388356449) (0.93331843237247347,0.359049723288836) (-0.99579658496404244,-0.091592365260168507) (0.51733647103420966,0.85578208425852875) (-0.12618644019305286,-0.99200654348215123) (0.75023620266869329,-0.6611699026765061) (-0.0033668893710991354,-0.99999433201191912) (-0.92827671544388846,0.37189022515348369) (-0.99688161167833211,0.078911674026168332) (0.91491191320261234,0.40365355328541075) (0.015861909715515599,-0.99987419199626237) (-0.83745021228218575,0.54651362466870224) (-0.67971467546586561,0.73347662536466152) (0.05658207010366828,-0.99839795139152021) (-0.26402102263816069,0.96451692551509938) (0.61666631023652319,0.78722465778154638) (-0.7617281942119043,-0.64789671873121357) (0.17492613417717573,0.98458155963933791) (0.49971471083312047,-0.86619005291966444) (0.13317504122545737,-0.99109253271054298) (-0.41434580610490557,0.91011952674540364) (0.1724818970854326,-0.98501268782580231) (0.78448308057246996,-0.62015022074939885) (-0.8107864304632274,0.58534209158123884) (0.55483492742619167,-0.83196045777907834) (-0.090687906306604116,0.99587936199608273) (0.6268408847603365,-0.77914729364407032) (0.12915388147419216,0.99162456348163919) (-0.81281752335561486,-0.58251838917415066) (0.90481290285107696,-0.42580935973063067) (-0.50425048721113763,0.86355743650745787) (-0.23815401358356669,-0.97122740170056931) (0.52651520351827885,0.85016571353125403) (-0.66478674654762171,0.74703318642121064) (-0.78433333960820151,0.62033959439894437)
 (1,0) (-0.92637933996550925,0.37659171324534885) (-0.965726141777417,-0.25956313121802238) (0.13984016822090134,-0.99017408941657847) (0.97532637048798876,0.22076791214015912) (0.10267189592175602,-0.99471527674396976) (-0.46593138365509745,0.88482085515953302) (0.86201611751595053,-0.50688086681460676) (0.97361617101849296,0.22819191819888868) (0.20989690121365501,-0.97772352475579971) (0.44424126759817978,-0.89590719171282585) (-0.81395682393504065,0.58092537280581968) (-0.0503714506262401,-0.99873055273272193) (-0.1347214933606829,0.99088350436702077) (0.93081471918990055,0.36549139324945462) (-0.87378860140745285,-0.48630595313075076) (-0.8688019727967774,-0.49515970359514183) (-0.031158261618277006,-0.99951446349361406) (0.061978868383815611,0.99807746186048107) (0.93223029164166593,-0.36186555976728835) (-0.14841245496004396,0.98892554988367654) (0.71836658416619237,0.69566475457176669) (-0.9931084776966943,0.1171987693064811) (-0.99453730899235882,0.1043817082741933) (-0.82380164111964338,0.56687816688295756) (0.39405860329297981,-0.91908531550165962) (-0.0033786854563249702,-0.99999429222600411) (0.38486803594786784,0.92297161110492987) (0.97023249515359344,0.24217536073686791) (-0.97499037814487621,0.22224707540237998) (-0.93805237457270751,0.34649349569436999) (-0.15691083774472547,0.98761277280027526) (-0.45964989566955372,-0.88810020460022798) (0.99979523554721572,0.020235784568119475) (-0.26833831594373397,0.96332473662648199) (0.31472922886512711,0.94918149607857583) (0.93119933853660186,-0.36451034540736443) (0.58637714907092753,0.81003817135209832) (-0.99588849610555219,0.090587545085519805) (0.61795897020428936,-0.78621034789937261) (-0.66231407642839246,-0.74922631037944987)
 (1,-5.5511151231257827e-17) (0.3253546912848822,0.94559204991313317) (-0.99124822358129405,-0.13201120879277722) (0.25343842233590735,-0.96735152146667347) (0.13984016822090134,-0.99017408941657858) (0.27378799461126002,-0.96179006753383878) (-0.027315587809191189,-0.99962685971448373) (-0.56515409627797197,0.82498536196724803) (-0.57603050191430216,-0.817428199210401) (0.91922198850312176,0.39373968031221784) (0.29603262465574071,0.95517782906610327) (-0.021711699284311547,0.99976427327354978) (0.99429731292359991,0.10664358167705412) (0.98981654243634276,0.14234891049588544) (-0.58569011407570493,-0.81053506418537458) (0.84987032744723301,-0.52699186571021739) (0.61713520410954148,-0.78685712797729457) (-0.50183620475436885,0.86496267179441533) (-0.51391393874345748,0.85784174739003372) (-0.90223865825193583,-0.4312370618995397) (0.2213418795601792,0.9751962737586557) (0.64867822849201229,-0.76106278051187459) (0.19836718979782531,0.98012777636985404) (0.76570282973578352,0.64319450909862064) (-0.88850239175233325,0.45887198634301624) (0.61801069258140862,0.78616969151389293) (-0.94834445096477493,-0.31724249766435919) (-0.71725609894075237,0.69680965014291685) (0.26584340890521857,0.96401622493693218) (-0.67734711265283643,0.73566357051363374) (-0.10190328077219657,0.99479431108539418) (-0.66665010603609165,-0.74537080444706783) (-0.93725517914874157,0.34864412967790098) (-0.88201821435627681,-0.47121531123655741) (0.45835912752820362,-0.8887670730914744) (-0.57744826272281657,-0.81642728021447375) (0.98032510429004494,-0.19738969045701354) (-0.99526775031427595,-0.097170495441577409) (-0.40967585665860268,-0.91223116175180186) (0.92636959584066947,-0.37661568196504364) (0.74501439575236106,-0.66704838664203714)
 (1,0) (0.94763473390445108,-0.31935624480795854) (0.98134452658606475,0.19225743194887082) (-0.99124822358129405,-0.13201120879277717) (-0.96572614177741689,-0.25956313121802221) (-0.20000624890871904,0.97979462153936348) (-0.98824291992019375,-0.15289189392381208) (-0.9954955565149024,-0.094808211453893843) (0.50091444395918772,-0.86549680521250905) (-0.90768950005206894,0.41964243290595138) (0.1008013406661098,0.99490657336250155) (-0.74329522683681148,0.66896353096533856) (-0.72843461884534699,-0.68511532318846546) (0.95342248530904694,0.30163813503454961) (0.57425414140202036,0.81867709207148887) (-0.022182194082471907,0.99975394486127889) (0.92434503193241491,-0.38155767839458427) (-0.62812026396049081,0.77811627280388151) (-0.45095482524413638,-0.89254677501463808) (-0.86938675148498334,0.49413224580307313) (-0.82574296726604457,-0.56404658673789354) (-0.94274462539016646,-0.33351547385084657) (-0.25403849279851781,-0.9671941088409598) (-0.81226194487736414,-0.58329283632155415) (0.32673480090948159,-0.94511606158960293) (0.86083557794663279,-0.50888319656016223) (-0.67583430435260383,-0.73705358900166384) (0.90543028614729715,-0.42449499046187) (0.59608555715628786,0.80292092297416073) (-0.23459429167100343,0.9720933691345609) (0.8803911201721013,-0.47424832685220325) (0.26428047733800969,0.96444586644248442) (-0.94482329300635914,-0.32758044049152196) (0.8147596827290744,0.57979880941514439) (0.57930887385909657,0.8151081085770806) (0.91918803739483101,-0.39381893289967712) (0.46867137628541999,0.88337259469078599) (-0.27450337331930796,0.96158613656620617) (0.30328791388829085,-0.95289896698930798) (0.75758543552350188,-0.65273601699512951) (-0.20395007921911645,-0.97898128949766772)
 (1,2.7755575615628914e-17) (0.75121365131789308,0.66005912619525231) (0.94763473390445108,-0.31935624480795832) (0.32535469128488204,0.94559204991313317) (-0.92637933996550925,0.3765917132453489) (0.19985964577387827,0.97982453632838828) (0.43255067580274464,0.90160962331964367) (-0.969138376029269,0.24651735863292112) (0.48456251847516552,0.87475663226351497) (0.17963866235755269,-0.98373266235618639) (0.10702162863913173,-0.99425669271241413) (-0.87142440341970062,-0.4905298249083524) (0.86551751145102751,-0.50087866531887903) (0.41639518439200157,-0.90918372753539334) (-0.56285099841843311,0.82655837880900673) (0.88297850439520131,-0.46941342202371517) (-0.94305824592175824,0.33262763685385133) (-0.78474910878232329,-0.61981354959806367) (0.66800709127850699,-0.74415490726167244) (0.8877027845531833,-0.46041694831589985) (-0.77598198761550052,-0.63075506727754282) (0.80349708439091438,0.59530868914815982) (-0.9117474825029438,-0.41075117546946149) (-0.040754927301049376,0.99916917281343687) (-0.96433199023875871,0.26469569811796179) (-0.96911895725118691,0.24659368746254021) (-0.90637453732558926,-0.42247508575988929) (0.44159259119946559,0.89721568387859907) (0.67418920654287395,-0.73855867321499247) (-0.79147007675441272,0.6112079168354787) (0.99901056356839146,0.044473518848479526) (0.98342946200390668,0.18129118363204566) (-0.26783038101482004,0.96346607984166011) (-0.70576231630141917,0.70844869460593696) (0.52769151499453759,-0.84943608647312052) (-0.89919781398910836,0.43754233088606342) (-0.71862136789754094,-0.69540155996450626) (-0.51058688777055716,-0.85982616268451428) (-0.03595069666559092,-0.99935356476537407) (0.48450673802919653,0.87478752894877732) (0.49297545081056593,-0.87004322013226443)


# name: N
# type: scalar
41


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 40
 (-1.1102230246251565e-15,-5.5511151231257827e-16) (-6.6613381477509392e-16,-4.4408920985006262e-16) (-1.6653345369377348e-15,-1.1102230246251565e-16) (-1.3322676295501878e-15,-1.3045120539345589e-15) (2.2898349882893854e-16,-2.2204460492503131e-16) (1.3877787807814457e-16,1.5543122344752192e-15) (-9.9920072216264089e-16,0) (-2.2204460492503131e-16,0) (-2.7755575615628914e-16,-1.1102230246251565e-16) (3.3306690738754696e-16,-1.3322676295501878e-15) (-3.3306690738754696e-16,-3.3306690738754696e-16) (-7.7715611723760958e-16,3.9551695252271202e-16) (-3.3306690738754696e-16,-2.9976021664879227e-15) (3.3306690738754696e-16,-4.9960036108132044e-16) (-2.3314683517128287e-15,-1.6653345369377348e-15) (-1.1102230246251565e-16,-1.1102230246251565e-15) (2.5673907444456745e-16,-6.6613381477509392e-16) (-1.6653345369377348e-16,2.2204460492503131e-16) (8.8817841970012523e-16,3.3306690738754696e-16) (2.2898349882893854e-16,-4.4408920985006262e-16) (8.3266726846886741e-16,3.3306690738754696e-16) (-6.6613381477509392e-16,-8.8817841970012523e-16) (-6.6613381477509392e-16,-1.1796119636642288e-15) (1.1102230246251565e-16,-2.2204460492503131e-16) (-5.5511151231257827e-16,1.2212453270876722e-15) (-8.8817841970012523e-16,9.9920072216264089e-16) (-8.8817841970012523e-16,-8.8817841970012523e-16) (8.8817841970012523e-16,-1.609823385706477e-15) (-9.9920072216264089e-16,-6.6613381477509392e-16) (0,2.2204460492503131e-16) (4.4408920985006262e-16,-3.5735303605122226e-16) (3.3306690738754696e-16,-9.9920072216264089e-16) (1.6653345369377348e-15,1.6653345369377348e-15) (-8.8817841970012523e-16,-1.6653345369377348e-16) (-2.2204460492503131e-16,1.7763568394002505e-15) (-5.5511151231257827e-17,1.7763568394002505e-15) (5.5511151231257827e-17,-1.1102230246251565e-15) (4.4408920985006262e-16,-5.5511151231257827e-16) (8.8817841970012523e-16,6.6613381477509392e-16) (-1.1102230246251565e-16,1.6653345369377348e-15)


# name: is_convergent
# type: scalar
4.5585682955179295e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 41
 1.7856232791907782 1.785623279190778 1.7856232791907778 1.7856232791907771 1.7856232791907785 1.7856232791907778 1.7856232791907778 1.7856232791907778 1.7856232791907778 1.7856232791907778 1.7856232791907785 1.785623279190778 1.7856232791907776 1.785623279190778 1.7856232791907782 1.7856232791907778 1.785623279190778 1.785623279190778 1.7856232791907789 1.7856232791907785 1.7856232791907789 1.7856232791907785 1.785623279190778 1.7856232791907776 1.7856232791907782 1.785623279190778 1.785623279190778 1.7856232791907787 1.7856232791907785 1.7856232791907776 1.785623279190778 1.7856232791907782 1.7856232791907787 1.7856232791907778 1.7856232791907778 1.7856232791907778 1.7856232791907773 1.7856232791907785 1.785623279190778 1.7856232791907789 1.7856232791907787


# name: spectrum
# type: scalar
6.4031242374328476


# name: x
# type: complex matrix
# rows: 1
# columns: 41
 (1.4155196516879196,-1.0884643360594499) (-1.6074379660014773,0.77755622346236841) (1.5876701430105904,0.81716217006219638) (-1.6741221576625998,-0.6211002305676161) (-0.40508255421772804,1.7390683193757714) (-0.085165123541464424,1.7835911518395109) (1.7832580875490869,0.091875395938191218) (-0.33875110605544567,-1.7531965615224776) (-0.41572623307899659,-1.736554690851392) (-1.5353316333943889,0.91170569302080395) (-0.26730673421999523,-1.7655020829862167) (1.7622608084172069,0.28790161219548505) (1.1382418413408844,1.3758110356473154) (-1.5128988738412799,-0.94846586270556643) (1.6606425656295722,-0.65629015260573553) (0.73859860863574434,-1.6257067972144821) (-0.25411306680254525,1.7674493046388156) (-0.015506330355381397,1.7855559495313882) (-1.3787108285082028,1.134727697089595) (0.43809248499067049,-1.7310475065066029) (0.045729742616474958,1.7850376146816238) (-1.3554211870788944,1.1624473754994975) (1.7696824026142908,0.23806446409604726) (1.2918506231988631,1.2327093990591351) (1.5099529879691849,-0.95314871311404414) (1.4470418300208918,-1.0461933078345587) (1.3994167637776651,-1.1090911668776708) (1.7848712935599469,-0.051816605578440741) (-0.49590091810048609,-1.7153812330252198) (1.406870520925487,1.0996207676007552) (1.7460902843410422,0.37365654566439122) (-1.599788685697132,-0.79317504770603509) (1.1817532287241448,1.3386223521173133) (1.7313775707098946,-0.43678622097169018) (1.205810567026655,-1.3169933073614624) (0.12236727801966596,1.7814254810286296) (0.55570950423435239,1.6969494518375128) (-1.0912465770497961,1.4133758888792223) (-1.6912347873530731,-0.57286594351107378) (0.8491941933336512,-1.5707704215436578) (-1.7518530333219897,-0.34563194995337598)


# name: x0
# type: complex matrix
# rows: 1
# columns: 41
