 (1.0000000000000002,0) (-0.68749999999999956,0.7261843774138903) (-0.87500000000000033,-0.48412291827592691) (-0.87499999999999967,-0.48412291827592696) (-0.6875,0.72618437741389086) (-0.875,-0.48412291827592679) (1.0000000000000002,-3.6082248300317588e-16) (0.24999999999999961,0.96824583655185403) (-0.875,-0.48412291827592713) (1,-3.0531133177191805e-16) (0.24999999999999972,-0.96824583655185414) (1,-8.3266726846886741e-17) (-0.87499999999999989,-0.48412291827592657) (0.25000000000000033,0.96824583655185403) (0.99999999999999967,2.7755575615628914e-17)
 (1.0000000000000002,-5.5511151231257827e-17) (0.24999999999999989,-0.96824583655185381) (0.87500000000000022,0.48412291827592679) (0.68749999999999978,-0.72618437741389086) (0.87499999999999933,0.48412291827592691) (-0.68750000000000011,0.72618437741389097) (0.99999999999999967,-2.2204460492503131e-16) (-1,3.8857805861880479e-16) (-1.0000000000000002,5.5511151231257827e-17) (-0.25000000000000011,0.96824583655185348) (0.24999999999999989,-0.96824583655185459) (0.24999999999999983,-0.96824583655185381) (-0.24999999999999928,0.96824583655185448) (-0.99999999999999978,5.5511151231257827e-16) (-0.99999999999999956,-2.2204460492503131e-16)
 (1,0) (-0.24999999999999978,0.96824583655185381) (1,-4.0245584642661925e-16) (0.68749999999999967,-0.72618437741389086) (0.68749999999999967,-0.72618437741389064) (-0.87499999999999956,-0.48412291827592691) (-0.24999999999999997,0.96824583655185459) (0.99999999999999956,-2.7061686225238191e-16) (-0.24999999999999939,0.96824583655185492) (-0.24999999999999972,-0.96824583655185392) (-0.87499999999999989,-0.48412291827592735) (-0.24999999999999983,0.96824583655185426) (-0.87500000000000022,-0.4841229182759263) (-0.25000000000000078,-0.96824583655185414) (-0.25,0.96824583655185359)
 (0.99999999999999989,0) (-0.99999999999999956,1.1102230246251565e-16) (-0.2500000000000005,-0.96824583655185426) (1.0000000000000002,-3.8857805861880479e-16) (0.87500000000000011,0.48412291827592674) (-0.87500000000000022,-0.48412291827592691) (-0.24999999999999994,-0.96824583655185381) (-1.0000000000000002,2.7755575615628914e-16) (1.0000000000000002,-6.106226635438361e-16) (-0.2500000000000005,-0.96824583655185403) (0.24999999999999989,0.96824583655185437) (-0.25000000000000017,0.96824583655185381) (-0.24999999999999928,0.96824583655185459) (0.250000000000001,0.96824583655185392) (-0.25000000000000022,-0.96824583655185403)
 (1,0) (0.87499999999999911,0.48412291827592696) (-0.99999999999999978,5.5511151231257827e-17) (-0.24999999999999983,0.96824583655185414) (0.24999999999999983,-0.96824583655185381) (-0.68749999999999978,0.72618437741389052) (-0.24999999999999994,0.96824583655185414) (-0.99999999999999911,-2.7755575615628914e-16) (0.87500000000000044,0.48412291827592713) (0.99999999999999922,0) (0.24999999999999972,-0.96824583655185437) (-0.99999999999999944,-6.106226635438361e-16) (0.68749999999999978,-0.7261843774138903) (-1.0000000000000002,5.5511151231257827e-16) (0.24999999999999983,-0.96824583655185337)


# name: N
# type: scalar
15


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
8


# name: info
# type: complex matrix
# rows: 1
# columns: 14
 (-3.3306690738754696e-16,-5.5511151231257827e-16) (-1.4432899320127035e-15,-7.7715611723760958e-16) (1.2212453270876722e-15,-1.1102230246251565e-16) (1.1102230246251565e-15,-2.2204460492503131e-16) (-1.6653345369377348e-16,4.4408920985006262e-16) (-2.2204460492503131e-16,4.4408920985006262e-16) (4.4408920985006262e-16,9.7144514654701197e-17) (3.3306690738754696e-16,-2.2204460492503131e-16) (5.5511151231257827e-16,2.2204460492503131e-16) (1.6653345369377348e-16,0) (-5.5511151231257827e-16,-3.3306690738754696e-16) (3.3306690738754696e-16,1.1102230246251565e-16) (-8.8817841970012523e-16,1.3183898417423734e-16) (1.6653345369377348e-16,-2.2204460492503131e-16)


# name: is_convergent
# type: scalar
9.4090843851025056e-15


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 15
 1.9346518037290406 1.9346518037290414 1.9346518037290403 1.9346518037290406 1.9346518037290408 1.934651803729041 1.9346518037290406 1.9346518037290408 1.9346518037290401 1.9346518037290414 1.9346518037290403 1.9346518037290412 1.9346518037290408 1.9346518037290403 1.9346518037290414


# name: spectrum
# type: scalar
3.8729833462074152


# name: x
# type: complex matrix
# rows: 1
# columns: 15
 (-0.081242843962695196,1.9329452144271662) (-1.7683627314193671,-0.78471068031413227) (1.8634455612783141,-0.52004638430064887) (0.19985006969127375,-1.9243018347744782) (-1.2927583421470437,1.4393239630052919) (-1.8918768671426089,0.40457325819027973) (1.16742096543598,1.5427267713799988) (-0.037671356093370648,-1.9342850024239235) (-1.8132347223666636,-0.6745794566067933) (1.8279732666932582,-0.63355452640385412) (-0.081242843962695405,1.9329452144271659) (-1.2018835319667733,1.516032182131734) (0.96939413673252717,1.6742618102735991) (-1.1064674308746063,1.5870121064710812) (1.0704298490924284,1.6115388732028757)


# name: x0
# type: complex matrix
# rows: 1
# columns: 15
 (-0.081242843962695196,1.9329452144271662) (-1.7683627314193671,-0.78471068031413227) (1.8634455612783141,-0.52004638430064887) (0.19985006969127375,-1.9243018347744782) (-1.2927583421470437,1.4393239630052919) (-1.8918768671426089,0.40457325819027973) (1.16742096543598,1.5427267713799988) (-0.037671356093370648,-1.9342850024239235) (-1.8132347223666636,-0.6745794566067933) (1.8279732666932582,-0.63355452640385412) (-0.081242843962695405,1.9329452144271659) (-1.2018835319667733,1.516032182131734) (0.96939413673252717,1.6742618102735991) (-1.1064674308746063,1.5870121064710812) (1.0704298490924284,1.6115388732028757)


