# Created by Octave 5.1.0, Fri Sep 17 15:06:00 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
8.1584683107193273e-14


# name: H
# type: complex matrix
# rows: 18
# columns: 18
 (1,-5.5511151231257827e-17) (0.94546730930430711,0.3257170045252073) (0.97935092847442728,0.20216765046930174) (-0.99767946055667911,-0.068085930876600864) (-0.97858613536781869,0.20583774111147862) (0.48988177455690157,0.87178887751392009) (-0.99548346838300095,0.094935052410317522) (0.90616179318256962,0.4229312054887302) (0.54050443857448205,-0.84134116259771974) (-0.76135520671496604,-0.64833498224915487) (0.3274891662734396,0.94485493382504326) (-0.99653830552997302,-0.083134863994895281) (0.21959908548388302,0.97559020170081734) (0.47666920048376604,0.87908274542853249) (-0.59099680549602507,-0.80667389687127866) (-0.6892788490972257,-0.72449614780701499) (-0.41570990376256955,-0.90949726547896503) (0.54050443857448194,-0.84134116259771918)
 (1,0) (-0.80410250379190129,-0.59449067561703428) (0.16355201685797771,-0.98653471189902353) (-0.90081663225127762,0.43419971794033724) (0.777928466551293,-0.62835284747437381) (-0.99147567864248953,-0.13029189790779444) (-0.55861354663083918,0.82942805927971652) (0.79822026042519789,0.60236568282624681) (0.90616179318256951,0.42293120548873009) (-0.7681192322461976,0.64030683664436383) (-0.61793600055470388,0.78622840143208961) (0.75189604513753427,0.65928168282346256) (0.92533299795476509,-0.37915543368920196) (-0.91259324190137248,-0.40886865230284286) (0.98182823580887035,0.18977174544289421) (-0.41005112283187234,-0.91206253988655961) (0.62563418610735388,-0.78011657152876235) (-0.96684604317490863,0.25535999842775281)
 (1,0) (0.99450223776671387,-0.10471532398363959) (-0.26903172608528014,-0.96313131522112605) (-0.94247881318846805,-0.3342658922038822) (0.35925155767697553,0.9332407611686635) (-0.46868859422257508,0.88336345953727613) (0.88054235306647433,0.47396747193890459) (-0.5586135466308394,0.8294280592797163) (-0.99548346838300084,0.094935052410317466) (1,-1.1102230246251565e-16) (-0.99548346838300117,-0.094935052410318244) (-0.55861354663084217,-0.82942805927971475) (0.88054235306647388,-0.47396747193890615) (-0.46868859422257375,-0.8833634595372768) (0.35925155767697436,-0.93324076116866417) (-0.94247881318846716,0.33426589220388347) (-0.2690317260852777,0.9631313152211266) (0.99450223776671365,0.10471532398363848)
 (1,0) (-0.89245634266802309,0.45113376778026298) (-0.98129077448429913,-0.1925315971782382) (0.89650525698492711,-0.44303309605309416) (0.059347544778907468,-0.99823738105157855) (0.90617508413186698,0.42290272746649782) (-0.46868859422257514,0.88336345953727613) (-0.99147567864248942,-0.1302918979077945) (0.48988177455690146,0.87178887751392009) (0.62560966918966288,-0.78013623285705624) (-0.91027511541346207,-0.41400388193712312) (-0.043904695838993035,0.99903572392747053) (0.82606968319118756,-0.56356798925454576) (0.81679919447055505,0.57692207091794578) (-0.61793600055470421,0.78622840143208728) (-0.50330368361261046,-0.86410960072318155) (-0.99995899270521127,0.009056097833987975) (0.7889016708383596,-0.61451944944683634)
 (1,0) (-0.95573486254886209,-0.29422928560683514) (0.82685825498258159,0.56241037167459873) (0.69888268630748285,-0.71523631813522692) (-0.026258439071687345,0.99965518774101214) (0.059347544778907357,-0.99823738105157844) (0.35925155767697547,0.93324076116866372) (0.77792846655129311,-0.6283528474743737) (-0.97858613536781891,0.20583774111147862) (-0.51848232291029828,-0.8550883467978857) (-0.95573486254886042,-0.29422928560683681) (-0.9096219436981412,0.41543702235455104) (-0.69338674375721576,-0.72056562753281828) (0.28984441586302295,0.95707377698536034) (0.82191439943131095,-0.56961102518075213) (-0.51234704918330887,0.85877849367177017) (0.54050443857448083,-0.84134116259772096) (0.17562059492013826,0.98445792527659326)
 (1,-5.5511151231257827e-17) (0.18551069175692353,0.98264224580661574) (0.76993659824759919,-0.63812039199426651) (0.76987552603412635,0.63819407268767225) (0.69888268630748274,-0.71523631813522692) (0.896505256984927,-0.44303309605309416) (-0.94247881318846782,-0.33426589220388214) (-0.90081663225127762,0.43419971794033707) (-0.99767946055667889,-0.068085930876600975) (-0.66364519796506927,-0.74804749262189496) (0.98670966831327023,0.16249317049376882) (0.86334580319698784,0.50461274667030376) (-0.98832367176354818,0.15236902517184653) (-0.81154103702838465,-0.58429542632036169) (-0.41641299226256234,-0.90917557153442119) (-0.93891788318566516,-0.34414126261486033) (0.40745636040807753,0.91322467901552162) (0.081593096952259414,0.99666572456854241)
 (1,0) (0.27774290523960088,0.96065544217948784) (-0.95573486254886242,-0.29422928560683576) (0.76993659824759919,-0.6381203919942664) (0.82685825498258148,0.56241037167459873) (-0.98129077448429902,-0.1925315971782382) (-0.26903172608528009,-0.96313131522112594) (0.16355201685797777,-0.98653471189902331) (0.97935092847442706,0.20216765046930185) (-0.51848232291029728,-0.85508834679788581) (0.9937075368879138,-0.11200594239662326) (-0.95573486254886264,-0.29422928560683509) (0.75866197622113107,0.65148446323473275) (-0.90962194369814153,0.41543702235455021) (0.92348558317495644,0.3836331290021901) (-0.41960301873095152,0.90770772094979701) (-0.76412614453078342,0.64506684556293936) (-0.91967014454870943,-0.39269176872676342)
 (1,0) (0.72021487378357474,-0.69375106167912348) (0.27774290523960099,0.96065544217948795) (0.18551069175692375,0.98264224580661597) (-0.95573486254886209,-0.29422928560683498) (-0.89245634266802309,0.4511337677802631) (0.99450223776671387,-0.10471532398363975) (-0.80410250379190118,-0.59449067561703428) (0.94546730930430711,0.32571700452520735) (0.62560966918966199,-0.78013623285705869) (-0.40490588525600801,-0.91435836742769983) (0.44578398922316909,0.89514056714701473) (0.005985388107926537,0.99998208740416916) (-0.051137109918733159,-0.998691642094375) (-0.91027511541346406,-0.41400388193712157) (-0.69684635749233981,0.71722043616287079) (0.44943156126296974,-0.89331476632860607) (-0.93479044854551574,0.35519968652586559)


# name: N
# type: scalar
18


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 17
 (-1.9428902930940239e-16,2.2204460492503131e-16) (5.5511151231257827e-16,1.1102230246251565e-16) (3.3306690738754696e-16,0) (1.1102230246251565e-16,0) (-3.3306690738754696e-16,0) (7.7715611723760958e-16,0) (-5.5511151231257827e-16,-4.4408920985006262e-16) (2.2204460492503131e-16,2.2204460492503131e-16) (-6.6613381477509392e-16,0) (-6.106226635438361e-16,0) (-9.9920072216264089e-16,-6.9388939039072284e-17) (-2.2204460492503131e-16,-1.3877787807814457e-16) (2.2204460492503131e-16,2.4980018054066022e-16) (-9.9920072216264089e-16,-2.2204460492503131e-16) (-1.1102230246251565e-16,-5.5511151231257827e-16) (3.3306690738754696e-16,1.1102230246251565e-16) (4.9960036108132044e-16,-1.1102230246251565e-16)


# name: is_convergent
# type: scalar
8.7673524445110194e-15


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 18
 1.75706549176849 1.7570654917684891 1.7570654917684894 1.7570654917684896 1.7570654917684903 1.7570654917684905 1.7570654917684898 1.7570654917684891 1.7570654917684903 1.7570654917684898 1.7570654917684903 1.7570654917684894 1.7570654917684898 1.7570654917684905 1.7570654917684894 1.7570654917684898 1.7570654917684894 1.7570654917684909


# name: spectrum
# type: scalar
4.2426406871192865


# name: x
# type: complex matrix
# rows: 1
# columns: 18
 (-1.6474831872759921,0.61080135069151864) (-0.39722724735060161,1.711575197391545) (1.7553303709624968,0.078066837647663881) (1.6528857199485272,0.59602679398990377) (1.2944806805464673,1.1881072805330342) (-1.7545503118766783,-0.093980558931609962) (0.29477210727329395,-1.7321629678345241) (-1.4022338311371314,-1.0587820480052186) (1.6808285001486221,0.51195184876292843) (1.6442544665104062,-0.61944038593251627) (-1.0939846237013637,-1.374946102750443) (0.85143294212833642,1.5369909197592313) (0.65963046659807445,1.6285474478501545) (-0.33572324541609544,1.7246938988849387) (1.1640891456611724,-1.3161214242301069) (-0.28567612290760791,1.7336863312502993) (-1.7545599830860432,0.093799830046471466) (0.95554399592652906,1.4745218934327189)


# name: x0
# type: complex matrix
# rows: 1
# columns: 18
 (-1.6474831872759921,0.61080135069151864) (-0.39722724735060161,1.711575197391545) (1.7553303709624968,0.078066837647663881) (1.6528857199485272,0.59602679398990377) (1.2944806805464673,1.1881072805330342) (-1.7545503118766783,-0.093980558931609962) (0.29477210727329395,-1.7321629678345241) (-1.4022338311371314,-1.0587820480052186) (1.6808285001486221,0.51195184876292843) (1.6442544665104062,-0.61944038593251627) (-1.0939846237013637,-1.374946102750443) (0.85143294212833642,1.5369909197592313) (0.65963046659807445,1.6285474478501545) (-0.33572324541609544,1.7246938988849387) (1.1640891456611724,-1.3161214242301069) (-0.28567612290760791,1.7336863312502993) (-1.7545599830860432,0.093799830046471466) (0.95554399592652906,1.4745218934327189)


