# Created by Octave 5.2.0, Fri Sep 17 14:09:41 2021 UTC <root@0x00>
# name: F_norm
# type: scalar
6.0958143255496888e-14


# name: H
# type: complex matrix
# rows: 26
# columns: 26
# name: is_unimodular
# type: matrix
# rows: 1
# columns: 26
 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690725 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690738 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690729 2.0486951583690733 2.0486951583690738 2.0486951583690738 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690733 2.0486951583690733


# name: spectrum
# type: scalar
5.0990195135927792


# name: x
# type: complex matrix
# rows: 1
# columns: 26
 (-1.6336539026397754,1.2362551428870634) (0.1665279325219072,2.041915840482869) (1.870858143441807,-0.8348902077772602) (-2.0448582534802791,0.12532587561420147) (-1.8059867693479359,0.96724538813327232) (-2.0375358278499673,0.21354063349309274) (1.8606633116476929,-0.85737033574361665) (1.9795638572670453,0.52771089331839527) (0.23269422775537574,-2.0354373604447304) (-1.7415769987410987,1.0789167759289082) (-1.8175853816592291,-0.94526992563159418) (1.9834699669817297,-0.5128340296883378) (-1.8992863505516249,0.76802552726662265) (-1.9639043865096792,0.58329359037531181) (1.7858981267712082,1.0038524456910849) (-1.912620642823299,-0.73418943643386292) (-0.12097262161733371,-2.0451204064171651) (0.9099195906280132,-1.8355375753484948) (1.96648438120821,-0.57453549097427203) (-1.9819601168850174,-0.51863855140358883) (1.557997401274887,1.330336780497924) (-1.8840421229874977,0.80469691855607584) (-0.90003377276078411,1.8404051346958559) (-1.9626089876384711,-0.58763748482000167) (-0.51321114470631812,1.9833724241488571) (0.70504043696376228,1.9235565586098136)


# name: x0
# type: complex matrix
# rows: 1
# columns: 26
 (-1.6336539026397754,1.2362551428870634) (0.1665279325219072,2.041915840482869) (1.870858143441807,-0.8348902077772602) (-2.0448582534802791,0.12532587561420147) (-1.8059867693479359,0.96724538813327232) (-2.0375358278499673,0.21354063349309274) (1.8606633116476929,-0.85737033574361665) (1.9795638572670453,0.52771089331839527) (0.23269422775537574,-2.0354373604447304) (-1.7415769987410987,1.0789167759289082) (-1.8175853816592291,-0.94526992563159418) (1.9834699669817297,-0.5128340296883378) (-1.8992863505516249,0.76802552726662265) (-1.9639043865096792,0.58329359037531181) (1.7858981267712082,1.0038524456910849) (-1.912620642823299,-0.73418943643386292) (-0.12097262161733371,-2.0451204064171651) (0.9099195906280132,-1.8355375753484948) (1.96648438120821,-0.57453549097427203) (-1.9819601168850174,-0.51863855140358883) (1.557997401274887,1.330336780497924) (-1.8840421229874977,0.80469691855607584) (-0.90003377276078411,1.8404051346958559) (-1.9626089876384711,-0.58763748482000167) (-0.51321114470631812,1.9833724241488571) (0.70504043696376228,1.9235565586098136)


