# Created by Octave 5.2.0, Fri Sep 17 22:07:18 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
2.7984700388672858e-13


# name: H
# type: complex matrix
# rows: 46
# columns: 46
 (0.99999999999999978,0) (-0.014830369017683698,0.99989002403004235) (-0.99773817649448315,0.067220020570246647) (-0.26358474792301689,0.96463624266474668) (-0.20876914187916659,0.97796495100746705) (-0.88175381846741197,0.47170987229242711) (-0.34245147548117466,0.93953551659358092) (-0.98682716642474222,0.16177806898994074) (-0.99998174919097294,-0.0060416293300649682) (0.56260248270433466,-0.82672755273724807) (0.58529900180937044,0.8108175371074271) (-0.36753899848287708,-0.93000810996152294) (0.062875397580717501,0.99802138473034063) (0.74366510704823829,-0.66855232297774014) (0.79218342228779848,-0.61028306993754289) (0.86397778381468837,0.50352992867818702) (0.95972009770523381,-0.28095788663188659) (-0.69251569419772696,-0.72140280931657019) (0.90500131369799386,-0.42540877071930028) (0.6903975357704607,0.72343019193428515) (-0.46910270207001037,0.88314362077219088) (0.99440583518193471,-0.10562686663969054) (0.27577815754129831,-0.96122131053318205) (-0.67607747138099139,-0.73683054543842408) (0.20455890020379938,0.97885425694911887) (-0.94251823417497127,0.33415472201914864) (-0.0032805961563847907,0.99999461882995133) (-0.58261295209135144,-0.8127497450355804) (-0.18094420680787268,-0.9834933624700628) (0.62306342246820101,0.78217131856276345) (-0.1096061079033549,-0.99397510085025709) (0.65357118862708985,-0.7568650483385877) (-0.88225713567165109,0.47076782659444194) (0.5474409421109534,0.83684431939320258) (-0.69562366283076682,-0.71840637504820881) (-0.90062366495755697,-0.43459983216565912) (0.84345044781573164,-0.53720698253042176) (-0.96232408893948085,0.27190503461098137) (0.66508858208886179,-0.74676447289291148) (0.39592745435615756,0.9182817927450444) (0.90286588498216058,-0.42992231127888647) (0.39175615335293174,-0.92006908235746876) (-0.29800615344240722,-0.95456394888475693) (-0.99547872149766192,0.094984814814684959) (0.74699519597517217,0.66482943465975786) (-0.9561772716394128,-0.29278836247400458)
 (0.99999999999999989,0) (-0.74397830631331596,0.66820377111714246) (-0.99853375548716461,0.054132607111608083) (0.20587807256766749,0.97857765110175232) (0.97556445947713544,-0.21971341653409751) (-0.77012168635999723,-0.63789700438082875) (0.9411817200410072,-0.33790082844031555) (-0.13697914847402687,0.990573931053776) (-0.82653415740553393,-0.5628865664074103) (0.070949046920218764,-0.99747994102193027) (0.33670423885102446,-0.94161045849106406) (0.21835939030739476,0.97586842179905775) (0.82061669484531852,0.57147899361319099) (-0.75606371483901547,-0.65449802070275853) (0.30348485474726639,-0.95283626239718178) (-0.99648072536700794,0.083822216458656978) (0.83691730184037838,-0.54732936142712307) (-0.84918994402026926,0.52808752965285199) (0.50854600449046905,0.86103482003736631) (-0.9743751158510493,0.22492917465339252) (0.97403641397152863,0.22639139616488543) (-0.46910270207001042,0.883143620772191) (0.75289312710747569,0.65814279541321996) (0.28835730476776933,-0.95752287951101667) (-0.93789897781061993,-0.34690850007140978) (0.80337789975087803,-0.59546952079167581) (-0.66575948302689791,-0.74616640956274594) (0.77065373672884752,-0.63725412361621103) (-0.94859280629943277,0.31649911190549584) (0.39850472872292081,-0.91716627782832927) (0.93173977000499442,0.36312670101638173) (-0.75708298997254242,0.65331871723855883) (-0.7633748675693548,0.64595573498767755) (-0.18007534407183445,0.98365282008308774) (0.7620516393741853,-0.64751625379376998) (-0.98095491808276392,-0.19423554949915375) (0.9869056428560683,-0.16129864258217119) (0.65129998171350256,-0.75882035675118253) (0.066698949247742834,0.99777314564446395) (0.80594240400424277,0.59199395387779219) (-0.99180762787543575,-0.12774047631076607) (-0.64750810264605063,-0.76205856533977256) (0.54312803118248287,0.8396498923621919) (0.99071914506290482,0.13592488957445281) (-0.58994255717509225,-0.80744521748147902) (-0.96015362786600866,0.27947273730319877)
 (1,0) (-0.98856011336691285,0.15082739227341108) (-0.21861526028465128,-0.97581113335044289) (-0.37661300426964067,0.92637068445358106) (0.99336819499055506,-0.11497664624265258) (-0.74485277054847154,0.66722885894291739) (0.15151616903116039,0.98845477919939395) (0.99972183393787251,0.023585053485148166) (-0.99571269465746748,0.09249989025920774) (0.9468274147145832,-0.32174189460637592) (0.38691117263512964,-0.92211699067423625) (0.97088953504630737,-0.23952768261219048) (-0.22395848380481137,-0.97459868537354954) (-0.92325313959428934,-0.38419219178594538) (-0.72227024134017215,-0.69161094444377502) (-0.99400379679431983,0.10934556213435215) (-0.8194282481080194,0.57318177413681226) (-0.96368067157443482,0.26705722838719043) (0.96753327928369504,0.25274365170769303) (0.25653401961721489,-0.96653520203820598) (-0.9743751158510493,0.22492917465339263) (0.69039753577046092,0.72343019193428515) (-0.94859224122343555,-0.31650080551351029) (0.25606444984578802,0.96665971133857398) (0.3883128212738659,-0.92152761913809833) (-0.48190069811882719,0.8762258368437833) (0.43069821395027386,0.90249601024051374) (-0.66572216766679337,0.74619970214214626) (0.18823040738501018,-0.9821248972181057) (-0.65984610236530727,-0.75140077268613026) (0.4473059812196849,-0.89438099217564793) (0.34278048271589429,-0.93941553141783818) (0.99969607317012077,0.024652815016586893) (-0.52212097959425274,0.85287143384424513) (0.80422130347374743,0.59432995468761951) (0.7451980285236437,-0.66684323366476184) (0.98653890832303837,0.16352670229900704) (0.99232154486516055,0.12368488831067209) (-0.072426302486768956,-0.99737376680364731) (-0.91326975458936188,-0.40735531830612892) (-0.98414856639124837,-0.17734598746532396) (-0.4336809489569301,0.90106649838500708) (0.8914888165881022,0.45304270206940334) (-0.90253370420173662,-0.43061922017008541) (-0.17988948552705122,0.98368682668663077) (0.87289830495464349,0.48790219225507836)
 (0.99999999999999989,-1.3877787807814457e-17) (0.58628175022165618,-0.81010722090167286) (0.41953985745132411,0.90773691563675185) (0.84026283034490334,-0.54217928394653103) (-0.9509007351794736,0.30949602878734489) (0.15306944216231702,-0.98821543495136621) (-0.69922602364813502,0.71490066992080714) (-0.54530998246146012,-0.83823446781189037) (-0.84113909488708294,-0.54081884494952515) (0.23790508631148938,0.97128840717220744) (-0.70083593902188457,0.71332249829604633) (-0.55623815939790611,0.83102292990604687) (0.5057455131431865,-0.86268272031815685) (-0.94341379209755516,-0.33161787780533181) (0.93992065625155918,-0.34139296997981561) (-0.43237517478864862,-0.90169379959412266) (0.14136394264915522,-0.98995769390347521) (-0.45850730393931965,0.88869063921833724) (-0.96856360361646976,0.24876604621507209) (0.96753327928369504,0.25274365170769308) (0.50854600449046905,0.86103482003736642) (0.90500131369799419,-0.42540877071930044) (-0.14984152345142088,-0.98871002718176126) (0.99249318812241127,0.12229992449144209) (-0.81084196260323604,-0.58526516356411717) (0.96999647113517606,-0.24311899552545518) (0.99524835072722118,-0.097368990827407007) (-0.21703528119183496,0.97616376019496931) (-0.68527041837708147,-0.72828871589315536) (-0.53849434753112568,0.84262912225784614) (0.99383279331121477,0.11088903885970396) (0.93905504288137798,-0.34376681986348506) (0.28936211719271837,-0.95721970578010351) (-0.46473567234103447,0.88544946487855936) (-0.97765928886392606,-0.2101958964825025) (-0.9834580432886767,0.18113607341114571) (0.016687520553558377,-0.99986075363411231) (-0.94186541660422951,0.33599038231018158) (-0.11979446964370676,0.99279871325600777) (-0.92899264366860335,0.3700981869850471) (-0.67589709334193504,0.73699601030936668) (-0.2899334779729732,-0.95704680050167656) (0.67478022012017858,0.73801873589670075) (0.64160004718393393,-0.76703935978121351) (0.29859856197956341,0.9543788025641271) (0.86350545870261763,0.50433949160340685)
 (0.99999999999999978,0) (0.57084064208201957,-0.82106087554296958) (-0.94733216800423792,-0.32025265567109718) (-0.69346889674139645,0.72048656424132618) (0.9615965022617059,0.27446705965935797) (0.064644829144348215,0.99790833550226332) (0.068687570421509081,-0.99763821983201462) (0.32472917633257581,-0.94580704270922356) (0.047849548359954142,0.99885455433799186) (-0.39392883187663297,0.9191409442606242) (-0.66373360312551077,-0.74796905289057669) (0.81353725451931069,-0.58151279909317788) (0.22578709783869716,0.974176671066177) (-0.4755509181427488,-0.87968819717760727) (0.91159648997091391,-0.41108617037393719) (0.99997279371142267,-0.0073764379596411023) (0.97705024823069508,-0.21300894918368446) (-0.35338858289384623,-0.93547662155731037) (-0.45850730393931949,0.88869063921833724) (-0.9636806715744346,0.26705722838719043) (-0.84918994402026915,0.52808752965285199) (-0.69251569419772707,-0.72140280931657008) (-0.98827485330078702,-0.15268534419946567) (0.36046979505890364,0.93277088657943907) (-0.83483368965322946,0.55050223489099059) (-0.038095817473273508,-0.99927409087349162) (-0.76100325266591162,-0.64874806314308486) (0.85378323532024902,0.52062864604830317) (-0.95903950767008728,-0.28327234727010808) (0.38445534577682516,0.92314358964552345) (-0.18821820806747747,-0.98212723521541156) (0.66125507808938233,0.75016113049197963) (0.91055487008198266,-0.4133882298396801) (0.7429635756988735,0.66933184982095717) (-0.99196615002452115,-0.12650358574178616) (0.81053553286121305,-0.58568946547585221) (-0.51891341549510839,0.85482680539346712) (0.48744806164312454,0.87315198402131677) (-0.35742390599058382,-0.93394226343304265) (0.97896436499227502,-0.20403130170459649) (0.075350330667690424,0.99715712285891489) (-0.9687134738192561,-0.24818179957650022) (-0.99765710253708206,-0.068412760193651223) (0.8611890815156058,-0.50828472914136125) (-0.99749810706477171,0.070693184977034029) (0.99967267369893809,0.025584086061795741)
 (1,0) (0.89594726306113193,-0.44416044602515864) (-0.68943022599094295,-0.72435209911346154) (0.44167144516743634,-0.897176869142149) (-0.85273861970036324,-0.52233786620493095) (0.8578331609562263,-0.51392827122454554) (-0.3460973635600077,0.93819860100983554) (-0.12783204614795846,0.99179582978434988) (-0.97841491129751701,0.20665009400112155) (0.95862788974290769,0.28466220157769689) (0.40989702958892826,-0.91213180250124659) (0.049109048610845918,0.9987934227579488) (0.59368963607317371,-0.80469411332462393) (0.68204623355305027,0.73130905593743256) (0.68472289636345274,0.7288035093189692) (0.91292300499520351,0.40813182545658999) (-0.66547139839093461,0.74642335033385354) (0.97705024823069508,-0.21300894918368438) (0.14136394264915525,-0.98995769390347532) (-0.8194282481080194,0.57318177413681215) (0.83691730184037838,-0.54732936142712307) (0.95972009770523414,-0.28095788663188659) (-0.32475999823749596,0.94579645989228678) (0.90562234539780306,0.42408509466401167) (-0.54073791594197562,-0.84119112350448033) (-0.67668274633895742,-0.73627471829960767) (-0.98811118273110909,0.15374098530232694) (0.27950876012591941,-0.96014314193919681) (-0.89968407408960571,0.43654159805169823) (0.40794728847545442,0.91300548181570362) (-0.60485565922306028,-0.79633512512373761) (0.86785605536881283,-0.49681572756876852) (0.29045982474192056,0.95688718781834137) (-0.49393255292806681,0.86950022033232588) (-0.77064106983524483,0.63726944182440604) (0.97852174235191003,-0.20614363862264318) (0.56877887918281211,-0.82249047811846676) (0.49927027139982161,-0.86644630306577541) (-0.9995799274238425,0.02898221336177742) (-0.98237343169969416,0.18692897231452887) (0.56567271531668362,-0.82462984371550063) (-0.99796737051398021,0.063726975366892591) (-0.8985509311801213,0.43886925624306139) (-0.70254768374392684,0.71163667138930031) (-0.71560965519432185,-0.69850040901395638) (-0.68971006862181072,0.72408564496314798)
 (1,5.5511151231257827e-17) (-0.93048650362964858,-0.36632617509955823) (-0.54603368318396051,0.83776322241344492) (-0.97884524108769189,-0.2046020381129636) (-0.47480568922093003,-0.88009065299174605) (0.8434668666335644,0.53718120303241901) (-0.7559875056308436,-0.65458604578012203) (-0.94839771755618463,0.31708322146436463) (-0.91120270525835689,-0.41195828663816425) (0.82128892128948627,-0.57051249571517104) (0.41633320735778595,0.90921210971432775) (0.93465454247777657,0.35555714902903934) (0.45430576570536518,-0.8908458178870583) (-0.81232329784492274,0.58320739002377975) (0.17302052240133514,0.9849182193603534) (0.7986949205274021,-0.60173617468432694) (0.9129230049952034,0.40813182545658999) (0.99997279371142267,-0.0073764379596411578) (-0.43237517478864868,-0.90169379959412255) (-0.99400379679431983,0.10934556213435209) (-0.99648072536700805,0.083822216458656895) (0.86397778381468848,0.50352992867818713) (-0.075363165380425479,0.99715615291881077) (-0.99279938617492691,0.11978889268495618) (0.47950704826805279,0.877538028042808) (-0.99462813002543504,-0.10351271884221197) (0.99970716324947662,-0.024198920382636824) (-0.25542353808787366,0.9668292590683597) (0.1189565776100785,-0.9928994574695359) (-0.31823351912014125,-0.94801235609479884) (-0.15943979445300302,0.98720765391318976) (-0.98952495182351652,0.14436193999343583) (-0.73633945671630563,-0.6766122999788996) (0.087318948086615777,0.99618040600337399) (0.072294432605316816,0.99738333403675627) (-0.98197949805752194,0.1889874741740763) (-0.9589226172789993,-0.28366778821500571) (0.98827190174123136,-0.15270444731169547) (0.2642566463051173,-0.9644523963802325) (0.83259776251594841,-0.55387811461858327) (0.99318501432945394,-0.11654839042819037) (-0.1222943492489118,-0.99249387511550236) (0.99779754438505452,0.06633295123206201) (0.88730108565248123,-0.46119061503886694) (-0.21904452523251755,-0.97571486406924257) (0.64510251829923626,0.76409602857493275)
 (1,0) (0.26336368999374754,-0.96469661904293924) (0.26328862277357623,0.96471710937351685) (-0.99090605804375276,0.13455550576691983) (-0.75437221018606881,-0.65644692740463506) (-0.83327438210400318,0.55285966042856827) (0.99005659175060379,0.14066963116173681) (0.99748226130010664,-0.070916418350239596) (0.99093046370874371,-0.13437565290622239) (0.082832983662317117,0.99656344344833325) (-0.13662494092207117,0.990622847262287) (-0.5619902648062598,-0.82714384617368175) (0.70020268807263841,-0.71394411238965416) (-0.78037504077172959,-0.62531175883755918) (-0.15394578978057327,-0.98807929530419558) (0.17302052240133517,0.9849182193603534) (0.68472289636345285,0.7288035093189692) (0.91159648997091403,-0.4110861703739373) (0.93992065625155885,-0.34139296997981555) (-0.72227024134017226,-0.69161094444377502) (0.30348485474726639,-0.95283626239718178) (0.79218342228779848,-0.61028306993754311) (-0.71136628182653827,-0.70282146600704198) (-0.46527992912619653,-0.88516359366634667) (0.39321392770849062,-0.91944701155426101) (-0.066320647951191414,0.99779836222321738) (0.75562098616112316,0.65500910319849237) (0.9610865741205572,0.27624734758040914) (-0.99989764122563107,0.014307587896631335) (-0.13813104330825021,0.99041396136896986) (0.98908096035005888,0.1473731789472113) (-0.52803865331492339,0.84922033690047871) (-0.84665067460130916,0.53214907234453546) (0.74589587235974342,-0.66606257033157035) (-0.70742720651384039,0.70678621059272551) (-0.94926340629200756,-0.31448209086511675) (-0.19530449482889928,0.98074265447141018) (0.83686898648919661,-0.54740323295770366) (0.49442902821243623,0.86921800260976334) (-0.92139327413468586,0.38863148917626766) (-0.58456516952650406,-0.81134675852957594) (0.81295819572980443,0.5823220517855574) (-0.99490386549951726,0.10082806362377206) (-0.067114827506369046,-0.9977452580337276) (-0.99985725078157106,0.016896095984538895) (-0.97296738002340477,0.23094258466205872)
 (1,-1.3877787807814457e-17) (-0.97974669907958789,0.20024086906186933) (0.74670264697250077,0.66515799401665621) (0.99236281087990408,0.12335336064549279) (0.092899875561007955,0.99567545571875504) (0.98771032588170782,0.15629559221760317) (0.99586788324947662,0.090813870703805366) (0.89640202932002111,0.44324192246554078) (0.34404175542468507,0.93895434954224566) (-0.44428114596345858,0.89588741666651217) (-0.19194560636151378,0.98140556560400205) (-0.87832993109099156,0.47805494678927396) (0.6073573560756893,0.79442875201036722) (-0.48949319332515207,0.87200711791151442) (-0.78037504077172959,-0.62531175883755941) (-0.81232329784492285,0.58320739002377986) (0.6820462335530505,0.73130905593743256) (-0.47555091814274886,-0.87968819717760749) (-0.94341379209755505,-0.33161787780533181) (-0.92325313959428956,-0.38419219178594538) (-0.75606371483901547,-0.65449802070275842) (0.74366510704823841,-0.66855232297774014) (0.76616522234883111,0.6426436431360445) (-0.24560192577203108,-0.96937077223169432) (-0.41492484268350144,-0.90985568906506908) (-0.87639299081363575,-0.48159664206961661) (-0.97828980128716625,-0.20724156122148588) (0.52283399390141927,-0.85243452230719297) (0.89568922113908023,-0.44468058101885788) (-0.44670940734532505,-0.89467910749563695) (-0.14176133536687185,0.98990086564009172) (0.075893932620444596,-0.9971158964691138) (0.94665937085464713,-0.32223599360264576) (-0.59741607086877191,0.80193144237379788) (-0.31812099749102396,-0.94805012048694826) (-0.65184050933476034,0.75835608416508449) (0.97169372757780215,0.23624415291379441) (-0.4190312841944398,0.90797179629455427) (0.15887740859586696,-0.98729831815812563) (-0.99671550102187501,0.080982776086723648) (0.61801104997559198,-0.78616941056496636) (-0.9379730981677018,0.34670804304729397) (-0.98471390605564135,-0.17417957176615737) (0.76312728651445805,-0.6462482066335512) (0.99734857676742594,-0.072772360274969305) (0.87891233525186141,-0.47698334031926232)
 (1,0) (0.99804319045475864,0.062528313481866327) (-0.50014583579531335,0.86594118907499051) (-0.98222637206358276,0.18770017054550875) (-0.41666363119273669,0.90906073418737199) (0.3783574422981888,0.92565957341647664) (0.45551716038954426,0.89022700284289691) (-0.7818390022748164,-0.62348037220262165) (0.42878088830018657,-0.903408517686491) (0.87366563941284259,0.4865268240388706) (0.84180410228199243,-0.53978315403614474) (0.98416871979215381,-0.17723411348460549) (-0.95818499604680341,0.28614945981215456) (0.6073573560756893,0.79442875201036722) (0.70020268807263863,-0.71394411238965416) (0.45430576570536513,-0.89084581788705841) (0.59368963607317371,-0.80469411332462415) (0.22578709783869716,0.97417667106617722) (0.5057455131431865,-0.86268272031815685) (-0.22395848380481126,-0.97459868537354954) (0.82061669484531863,0.5714789936131911) (0.062875397580717585,0.99802138473034085) (-0.63230290877714357,-0.7747212605524415) (-0.065333375469932176,-0.99786349269311658) (-0.072060426897058494,0.99740026813482185) (0.99786635226731613,-0.06528968534707591) (-0.78891026361326988,0.61450841814058299) (0.30401550350369755,-0.952667084363365) (-0.073573594032306289,0.99728979051285327) (-0.6015345108815876,-0.79884681398779445) (0.19400661174116673,0.98100022150900301) (-0.94458493592700199,-0.32826711504471884) (0.85552105768364395,-0.51776801741693212) (-0.90758429205476077,0.41986992368525167) (-0.2582185201562629,-0.96608653641809494) (0.13500300777622165,0.99084518866035476) (-0.77881194077778915,0.62725749170650258) (-0.73949134314997811,-0.6731660667370587) (-0.1350199923852568,-0.99084287435308638) (-0.65256425948524011,-0.75773338796867051) (-0.94849709215016442,0.31678583646161063) (0.36173507324106124,0.93228093233063847) (-0.85955615093132776,0.5110413128076059) (-0.98684002788458569,0.16169959605623557) (-0.42969622692865628,-0.90297350601403448) (0.95853328420282458,-0.28498060122637747)
 (1,5.5511151231257827e-17) (0.98940975673529574,-0.14514934817974312) (0.54777885129957049,-0.83662317088933413) (-0.56546045806032641,-0.82477540601681809) (-0.090824144227505177,-0.9958669463464197) (0.073382091089739865,0.99730389987570889) (-0.33786729005342447,0.94119376023853707) (-0.098777566281610774,-0.99510953788991607) (-0.43396050432066052,0.90093189570009014) (-0.4587238657897692,-0.88857887379505673) (-0.66737197061357212,-0.74472454829914003) (-0.91265448608750865,-0.40873192807064429) (0.98416871979215381,-0.17723411348460549) (-0.87832993109099133,0.4780549467892739) (-0.5619902648062598,-0.82714384617368175) (0.93465454247777657,0.35555714902903929) (0.049109048610845918,0.9987934227579488) (0.81353725451931092,-0.58151279909317799) (-0.556238159397906,0.83102292990604687) (0.97088953504630737,-0.23952768261219071) (0.21835939030739476,0.97586842179905775) (-0.3675389984828773,-0.93000810996152306) (0.97514723067558517,-0.22155784460437972) (0.085179287952825422,0.99636564016622453) (-0.046633615511887549,0.99891206114667086) (-0.97447767660357165,-0.22448442663424584) (0.13259712197914197,-0.99117001732439902) (-0.69602421262568848,-0.71801831135340199) (0.36707284424229009,0.93019219896743777) (0.94948804326782665,-0.31380321172899961) (0.55287818287278545,0.83326209256349115) (-0.97776961351189373,0.20968209960033057) (-0.47412639951478974,-0.88045678899259094) (-0.65419051185920929,0.75632980517323745) (0.027804875817761365,-0.99961336969888492) (0.2773938263634898,0.96075629849375621) (0.160195691355487,0.98708527517694133) (0.92631819767722445,-0.37674208240123602) (0.99929459559811007,-0.037554110406337826) (-0.93708478778506987,-0.34910184832196256) (-0.91698830659696284,-0.39891408293570535) (0.0038858158113375119,-0.99999245018924077) (0.68942722605452689,0.72435495440754827) (-0.46946279048383599,0.88295225711877012) (0.11190934372508843,0.99371842027156787) (-0.76338591956655444,-0.64594267377804349)
 (1,0) (-0.42040235597217368,0.90733778665557918) (0.58084771746629715,0.81401224137858841) (-0.99940489765617102,-0.034494210251260787) (-0.076357510100734494,0.99708050359598177) (0.99989317293504421,-0.014616522085963812) (-0.32595394763497049,-0.94538564830506044) (0.26921661594163093,0.96307965075633084) (0.25351430556674731,-0.96733163748169071) (-0.99409412939149577,-0.10852125095742229) (-0.9068674275414419,-0.42141602824805691) (-0.6673719706135719,-0.74472454829914003) (0.84180410228199232,-0.53978315403614463) (-0.19194560636151375,0.98140556560400194) (-0.13662494092207123,0.99062284726228722) (0.41633320735778601,0.90921210971432798) (0.40989702958892815,-0.91213180250124648) (-0.663733603125511,-0.7479690528905768) (-0.70083593902188468,0.71332249829604633) (0.38691117263512959,-0.92211699067423614) (0.33670423885102452,-0.94161045849106428) (0.58529900180937067,0.81081753710742732) (0.042683419933957828,-0.99908864754972659) (0.81653344042912179,-0.57729813845272504) (0.82176173406293951,0.56983124908157712) (0.70363064024510247,-0.71056591679327463) (-0.53668616158130067,-0.84378194100557236) (-0.56831682305318632,0.82280981316142121) (-0.64095249368559015,0.76758055006508807) (0.18801789519066506,0.98216560268015551) (0.31453136664858,-0.94924708026634319) (-0.022265031194458884,-0.99975210346660925) (0.8959915894123015,-0.44407102101174978) (-0.97415126155933818,0.22589670117633526) (0.983306070736649,0.18195925712217287) (-0.83235203351872922,-0.55424732051425907) (-0.96296641488179713,-0.2696213712035796) (0.75809206614236491,0.65214754408185949) (-0.5503379266309566,-0.83494201386176525) (0.51135476193377793,0.85936971522601868) (0.46768047997062623,-0.88389760077423207) (0.25194220124688754,0.96774228347782376) (0.98145840136084628,0.19167526287502923) (-0.74726227562231518,0.66452922541582649) (-0.89944735246183716,0.43702912963484686) (-0.99907452921672024,-0.043012615247025265)
 (0.99999999999999989,0) (-0.88806570274878371,0.45971655136759004) (-0.81445065001232064,-0.58023283145174476) (0.87481424403942543,-0.48445850021000736) (0.19831681588692662,0.98013797015342263) (-0.68805141947132875,-0.72566193517607802) (-0.92640657157466455,-0.37652471916632069) (-0.2859699856170459,-0.9582385753695094) (-0.67569163772434848,0.73718438040247991) (0.83897776367434229,0.54416570275973852) (-0.99409412939149555,-0.10852125095742227) (-0.45872386578976898,-0.88857887379505662) (0.87366563941284225,0.48652682403887049) (-0.44428114596345847,0.89588741666651184) (0.082832983662317117,0.99656344344833303) (0.82128892128948605,-0.57051249571517104) (0.95862788974290747,0.28466220157769684) (-0.39392883187663297,0.91914094426062398) (0.23790508631148929,0.9712884071722071) (0.94682741471458287,-0.32174189460637553) (0.070949046920218722,-0.99747994102193016) (0.56260248270433455,-0.82672755273724807) (-0.43770145706898173,0.89912036706977749) (0.30498613067369873,-0.95235679243479232) (0.67088299062968937,-0.74156322244550688) (0.41557910379056145,-0.90955703971363655) (0.79801208171470406,0.60264145014873127) (-0.53473724398863831,0.84501839026818648) (0.40073450400615174,0.91619422465923883) (-0.9995763449537568,0.029105508222469434) (0.44533602307659637,0.89536351642800538) (-0.99960650520151773,0.028050575017444818) (-0.37840946517385099,0.92563830769196287) (0.44860383746711702,-0.89373071839887952) (0.098604568937149195,0.99512669494126238) (0.98576419226690315,-0.16813374808283105) (0.97367233790149921,0.22795214060286487) (-0.97303858341515248,-0.23064239676485102) (0.92197625547172402,-0.3872464129547738) (0.91197035314407282,-0.41025610901761678) (-0.96828504533442661,-0.249848095813651) (-0.88658942952677855,-0.4625572218130225) (-0.82897273466911547,-0.55928901757070892) (-0.77450662227830991,0.6325658005670578) (-0.84609030451035239,-0.53303958259549467) (0.35424700885198979,-0.93515188965184681)
 (1,0) (0.71509419229289339,0.69902810826816852) (-0.81871141619020293,0.57420520460879976) (0.9155362184588407,0.40223554379254695) (-0.48977182722901813,0.87185065077268231) (-0.21514555060009705,0.97658199453859529) (0.77931517809865192,-0.62663215141346473) (-0.10874581413579704,0.99406958906705445) (-0.91895234516864421,-0.3943685932082428) (-0.6756916377243487,0.73718438040248002) (0.25351430556674731,-0.96733163748169093) (-0.43396050432066063,0.90093189570009014) (0.42878088830018657,-0.903408517686491) (0.34404175542468513,0.93895434954224566) (0.99093046370874383,-0.13437565290622236) (-0.91120270525835712,-0.41195828663816425) (-0.97841491129751701,0.20665009400112164) (0.047849548359954114,0.9988545543379922) (-0.84113909488708294,-0.54081884494952515) (-0.99571269465746748,0.092499890259207684) (-0.82653415740553404,-0.5628865664074103) (-0.99998174919097305,-0.0060416293300648988) (-0.21242837456172417,-0.97717663995874582) (0.92059878136996343,0.39050977419283472) (-0.97386196316382656,0.22714065400693445) (-0.23633758915335912,0.97167100602682277) (-0.024188227242740539,-0.9997074220304929) (-0.99369306922593048,0.11213422391201813) (0.71675184014473692,-0.6973283298770635) (0.99344666992279873,0.11429660545835003) (0.58152202144427201,0.813530662344922) (-0.90383517998820673,-0.42788078645305755) (0.063165070226783609,-0.99800309313310576) (0.83839628393146959,-0.54506116270552885) (-0.27175681457215517,0.96236595624200871) (0.71807586250854372,-0.69596483796425501) (0.74830519918704508,0.66335460265957047) (-0.12901033450391347,-0.99164324915323687) (0.92999599320118864,0.36756965684035481) (0.84900768519679526,-0.52838049782025376) (0.9988736932354807,0.047448339929972591) (0.99738410726052729,-0.072283764318975652) (-0.53185303089234925,-0.84683667464902679) (-0.56735090072015493,-0.82347614139817582) (-0.28126133066708581,0.95963121243078553) (-0.4910445350831627,-0.87113446985236509)
 (1,0) (-0.078557267499485661,0.99690960258341144) (0.055290530321799702,0.99847030865055508) (0.99827724498379466,0.058673180820253079) (-0.74107236036268664,-0.67142516835942079) (-0.97299885198334879,-0.23080995220979167) (-0.38663686593000512,-0.92223203907900764) (-0.078825890599616755,-0.99688839845349686) (-0.10874581413579709,0.99406958906705467) (-0.28596998561704606,-0.95823857536950974) (0.26921661594163104,0.96307965075633095) (-0.098777566281610774,-0.9951095378899163) (-0.7818390022748164,-0.62348037220262154) (0.89640202932002133,0.44324192246554095) (0.99748226130010686,-0.070916418350239485) (-0.94839771755618463,0.31708322146436474) (-0.1278320461479584,0.99179582978434988) (0.32472917633257592,-0.94580704270922378) (-0.54530998246146012,-0.83823446781189048) (0.99972183393787262,0.023585053485148222) (-0.13697914847402687,0.990573931053776) (-0.98682716642474244,0.16177806898994079) (-0.99756154707911215,-0.069792261670828359) (-0.81994443588723609,-0.57244311687499805) (0.67245292609503304,-0.74013989365945443) (0.98885272983273664,0.14889687270841168) (-0.61408182504251152,0.78924236591332286) (-0.091899114270300009,0.99576832285242678) (0.54201534647420546,0.8403685882911428) (0.58962884907373558,-0.80767432814221796) (0.38799517602686839,-0.92166140386797135) (-0.40071876417688318,-0.91620110894745788) (0.98690812356826718,-0.16128346361286894) (-0.99966370259442416,0.025932252412931123) (-0.99407075218486252,-0.1087351812920842) (0.88717144102664047,0.46143995733650389) (0.54041719357096674,0.84139720518485239) (0.94622003824240897,-0.32352378464115372) (-0.77687204825611955,0.62965849524829121) (0.46005186825969041,0.88789204214857631) (0.70462183173358317,0.70958302843600352) (-0.82646715162871476,-0.56298494409594935) (0.23635645379691556,0.97166641742346282) (0.63545143123991588,-0.77214084112624304) (-0.3228267941796632,-0.94645806085620166) (-0.99638730003015552,-0.084925545854103557)
