# Created by Octave 5.1.0, Fri Sep 17 16:03:16 2021 GMT <unknown@Ola>
# name: F_norm
# type: scalar
2.2194166775262235e-13


# name: H
# type: complex matrix
# rows: 37
# columns: 37
 (1,0) (0.51510258935875064,0.85712853320602511) (0.75353884717756026,0.65740338133775489) (0.39260010373569348,0.91970927936317026) (-0.36787439641228142,-0.92987549083966137) (-0.88347110662387995,-0.46848564947154764) (0.33594412513714572,0.94188191658288012) (-0.8809249822078532,-0.47325593046690295) (0.31695096263642242,-0.94844192615249012) (-0.57384823725844347,-0.81896166002773152) (0.79823946822200109,0.60234022891772543) (-0.90770137140250895,-0.41961675413882671) (-0.93420470662539989,0.35673739097402124) (-0.33499969053595685,0.94221823763967438) (-0.0840460584543265,-0.99646187085020599) (-0.033495530899809223,0.99943886726989961) (-0.067911122965659931,0.99769137481364611) (-0.99143376770564573,0.13061042934233202) (0.99096281761706584,-0.13413684840656903) (-0.86255476331962555,-0.50596371438535448) (-0.99576829690222479,0.091899395452002597) (-0.97095475270273046,0.23926317770183742) (-0.22898481514195979,-0.97342999462437152) (-0.99988721282360937,-0.015018709393124996) (0.9666883296202059,0.25595638959810485) (0.03328135422321804,-0.99944602228488022) (0.93636281546096989,0.35103372747074824) (0.94300540676816313,0.33277740729504396) (0.10771461689476775,-0.9941818552494377) (0.37816288582220675,0.925739073274225) (0.91159703000401027,0.41108497283149215) (0.93459641501451807,0.35570991136319507) (-0.84903416099807927,-0.52833795383096327) (0.49886883104607627,-0.86667750023334666) (0.82154393992030506,-0.57014520499625587) (-0.6877012336222037,-0.72599381076872815) (0.019635667943117774,0.99980720168661907)
 (1.0000000000000002,5.5511151231257827e-17) (-0.85293752006425005,-0.52201301407785694) (-0.78037484441479299,0.62531200388653163) (0.98338976082815988,-0.18150641393167069) (0.68940800407995484,0.72437324903014932) (-0.96790848786623129,0.25130292301624263) (0.98132204155528213,-0.19237216731579437) (0.33594412513714589,0.94188191658288001) (0.99992158181821478,0.012523187060812735) (0.87738575444191369,0.47978561660641261) (-0.92481086722745998,0.38042720704228811) (-0.96574939111722591,-0.25947661466249383) (-0.95276610106921333,0.30370504877820381) (0.2140748491292333,0.97681725976269396) (0.88045008579270712,-0.47413884720366106) (0.92332916489135153,-0.38400944423417649) (-0.41294665200955422,-0.91075521551847338) (-0.82416393273775812,-0.56635131497528468) (-0.95488396607003279,0.29697914294166505) (0.99693234865310132,-0.078268079119221096) (-0.99963954303780322,0.026847420642835462) (-0.48106544220456882,-0.87668468694082069) (0.62039283870878048,0.78429122504262672) (0.66289977028732594,0.74870815045183792) (-0.73299906618048905,-0.68022964429561128) (-0.99578458812511783,-0.091722701947175078) (0.54430430742120317,0.83888784764277424) (0.91151087796961949,0.41127596494696378) (-0.078902522929853725,0.99688233602331655) (0.3243124704280223,0.94595001005596235) (0.42890553292116496,-0.90334934761121755) (-0.61146714551535286,-0.79126982120848599) (0.40980278667718195,-0.91217414786411144) (-0.36868377382560508,-0.92955487999241426) (0.57032317813576894,-0.82142039935779487) (-0.80470260075647959,0.59367813193325469) (-0.64482303372434324,-0.76433190119118843)
 (1,0) (0.33389450103728952,0.9426104509165274) (-0.88936765483054792,0.45719271050751797) (0.6260942567180986,-0.77974738326243309) (-0.99001653523513744,-0.1409512680362075) (-0.99906792065499839,-0.043165842029288304) (-0.96790848786623107,0.25130292301624263) (-0.88347110662387995,-0.46848564947154747) (0.14143642722311375,0.98994734054613276) (0.76534404068554851,-0.64362139444483779) (-0.98587224534594375,0.16749900255389294) (-0.99567371204858279,0.092918561845286574) (0.97966066447513989,0.20066136269876972) (0.49827178635766983,-0.86702089185897757) (-0.93226208885897099,0.36178363378725287) (-0.12251178981339547,-0.99246705807130897) (0.98521551566434307,-0.17131954848832204) (-0.70414628108375088,-0.71005493789982455) (0.44225594897912945,0.89688888698242342) (0.90652355953819352,0.42215522737756395) (-0.99896700556842821,-0.045441410471602606) (-0.24203608545098415,0.97026724841126333) (0.96931897806595679,-0.24580626265652916) (0.46332114832206917,0.88619044991329066) (0.63617171378161286,-0.77154750377677117) (-0.30367815771635082,-0.95277467248348069) (-0.98655605880438757,-0.16342320164638141) (0.16994495441194912,-0.985453556729043) (0.74780220566334588,-0.66392157760162873) (-0.31639856229668567,0.9486263488732487) (-0.92535154807578823,0.37911015875829851) (0.99908086659346595,0.042865160758476017) (0.99665578181385772,0.081714457576425814) (-0.98572683453823395,-0.16835262894066461) (-0.37849360939791432,0.92560390429434802) (0.95181921597924135,-0.30665971384038004) (0.99469411890018611,0.1028766728922671)
 (1,0) (0.41369908059566091,-0.91041368108915521) (-0.56260388371674408,-0.82672659932219172) (-0.99730900526389599,-0.073312672980449578) (0.98073176659052397,0.19535916154670568) (-0.99001653523513733,-0.1409512680362075) (0.68940800407995451,0.7243732490301491) (-0.36787439641228137,-0.92987549083966115) (0.1153225206272146,0.99332810099995983) (-0.086602214838917224,-0.99624297055738109) (0.82478318334538758,-0.56544911395336905) (0.62484861632844968,0.78074592965472633) (-0.81766931489188377,-0.57568818946043909) (0.9740377085453078,0.22638582626084769) (-0.42293532310555687,-0.90615987136354648) (0.69464804459647089,-0.7193497717649604) (-0.76180257554595143,0.64780925888069529) (-0.97151746796331206,-0.2369679502425503) (0.47620813099207077,-0.87933259690349208) (-0.86551725219893383,0.50087911330580293) (0.24180341949744916,0.97032525800338765) (0.88370367513992087,-0.46804680806966104) (0.30112169645796033,0.95358571923151259) (-0.76089924346576132,-0.648870049619516) (-0.99173965770960326,-0.1282671092916696) (-0.92112127769991825,-0.38927572717608649) (-0.50613936950463723,0.86245170220566558) (0.10644015435780724,-0.99431911051748689) (0.21059623127324578,0.97757313147073854) (-0.95998692882186532,-0.28004481157694183) (0.51453888954325133,0.8574670437676295) (0.022289612963130756,0.99975155571469643) (0.99977415626077004,-0.021251740471461333) (-0.56106482180184569,0.82777186817169879) (0.13069345158514745,-0.99142282690724937) (0.97215625883125412,0.23433354095225245) (0.36799466656526747,0.9298279009470084)
 (1,0) (-0.61656520845713947,-0.78730384459889635) (0.79649274976338547,0.60464807911243723) (-0.90871838487425483,-0.41740974712088752) (-0.99730900526389599,-0.073312672980449481) (0.62609425671809871,-0.77974738326243309) (0.98338976082815988,-0.18150641393167075) (0.39260010373569354,0.91970927936317015) (0.47939678207401332,0.87759827104266797) (-0.91327959032889794,-0.40733326636635026) (-0.88165303735704148,-0.47189821118447106) (-0.80937301559784836,0.58729491877764783) (0.87202537996546137,0.48946065898710656) (-0.89996471889850271,0.43596273319853707) (-0.24741416263113625,-0.96890981630362949) (0.92511531383137524,-0.37968626010783613) (-0.61781123974228691,0.78632644114775796) (0.18553652653411845,-0.98263736816877401) (-0.91066092758451977,-0.41315454126864171) (0.78934789223782731,-0.61394617436685617) (-0.74866570259979115,0.66294770966552141) (-0.95626267511424778,0.29250930956696419) (-0.52906752433980819,-0.84857972795073711) (-0.42802356453352391,-0.90376757421585752) (0.22366512971858882,-0.9746660503721094) (0.94959627984716144,0.3134755258396284) (0.98903660785884806,0.14767053976695244) (-0.81521228070834384,0.57916227206397042) (0.97934623854817737,0.20219036832039045) (-0.28899718618042303,-0.95732994645513814) (0.098489248106084643,0.99513811504107219) (0.30123128678092204,-0.95355110605793436) (0.92357759267023398,0.38341156779295987) (0.56321651662460182,0.82630935817116846) (-0.86113203846776332,0.50838136504434872) (-0.44335976468718441,0.89634375049783455) (0.79531236152385898,0.60619984131253535)
 (1,-2.7755575615628914e-17) (-0.12140102579641654,-0.99260354166987486) (0.99489280563717108,0.10093713534372306) (0.79649274976338558,0.60464807911243734) (-0.56260388371674419,-0.82672659932219195) (-0.88936765483054803,0.45719271050751809) (-0.78037484441479266,0.62531200388653152) (0.75353884717756037,0.65740338133775467) (0.015968443418200889,-0.99987249627879993) (-0.83765758944133928,-0.54619571844836456) (-0.99953675479151882,0.030434779789581479) (0.53407851525839489,0.84543488190362037) (-0.89182679832611456,0.45237701288570353) (0.9999458072630415,-0.010410693399798582) (0.37723841963726201,0.92611617778202193) (0.94279275367777271,0.33337939890263463) (-0.99868753237970154,-0.051217308298486142) (0.50480328506908434,-0.86323440813226493) (0.79314807579325541,-0.60902884157111736) (-0.18768136735085719,-0.9822299651045634) (0.94970182025752425,-0.31315563638476129) (-0.2325549478698786,-0.97258325927461764) (-0.17450133875820528,0.98465693658837061) (0.15068988795401594,0.98858108300149383) (0.92860575109068888,-0.37106786312115181) (-0.8183153599599069,0.57476949436594849) (-0.81971131455099466,-0.5727768857042691) (0.4417239957329081,0.89715099709789869) (0.021920602276171014,-0.99975971472941938) (-0.78674959845141124,-0.61727228136094281) (-0.99116881293424208,0.13260612454379761) (0.96096673847404246,-0.27666392527137113) (-0.30159262321599212,-0.95343688287253547) (-0.35146796515537071,0.93619990892412663) (-0.37668825228151692,0.92634008905644183) (0.9435383115276913,0.33126342188577712) (-0.98815914578261954,0.15343240402914812)
 (1.0000000000000002,5.5511151231257827e-17) (-0.631598511771708,0.77529563388927003) (-0.12140102579641651,-0.99260354166987497) (-0.61656520845713958,-0.78730384459889646) (0.41369908059566107,-0.91041368108915544) (0.33389450103728957,0.94261045091652762) (-0.85293752006424994,-0.52201301407785694) (0.51510258935875064,0.857128533206025) (-0.36283829775599163,0.93185211792512146) (0.32240632132367619,-0.9466013754324123) (0.59529889057133833,0.80350434403588378) (-0.27634116748000759,-0.96105960229102716) (0.38958487107898532,-0.92099056902140508) (0.98275248074205901,-0.18492582728037091) (-0.75731958651429343,0.65304444250129012) (0.53321646316240257,0.84597884335991491) (-0.015100253424730259,0.9998859846735072) (-0.75196910591048804,-0.65919834932756194) (-0.88090983335702866,-0.47328412766000671) (-0.44774109172587273,-0.89416324839490247) (-0.81864619216420809,0.57429819088609635) (0.82873634756207204,-0.55963922863705418) (0.50375182612609137,0.8638484228582175) (-0.98314763953930318,0.18281334433869054) (0.75430959133941522,0.65651888046983542) (0.40112063983939122,0.91602523562117955) (-0.88512640699205436,-0.46535066739539266) (-0.7239230501239351,0.68988072700957526) (0.55084650301382965,0.83460657205502242) (0.96053349003874955,-0.27816436600323391) (0.99820231542826043,0.059934443132974691) (0.47119493469770424,-0.88202910015215941) (-0.99618719268705458,0.087241487414457503) (-0.89399942370136853,-0.44806810913255257) (0.83747575736672364,0.5464744786566289) (-0.88153946874552169,-0.47211033143097403) (0.50516437292897187,-0.86302314935538116)


# name: N
# type: scalar
37


# name: argn
# type: sq_string
# elements: 1
# length: 1
x


# name: defect
# type: scalar
0


# name: info
# type: complex matrix
# rows: 1
# columns: 36
 (7.7715611723760958e-16,3.3306690738754696e-16) (-5.5511151231257827e-16,-1.0547118733938987e-15) (5.5511151231257827e-16,1.4432899320127035e-15) (-2.2204460492503131e-16,3.3306690738754696e-16) (-3.8857805861880479e-16,-1.9984014443252818e-15) (3.8857805861880479e-16,2.2204460492503131e-16) (-7.7715611723760958e-16,-5.5511151231257827e-16) (-1.1102230246251565e-15,0) (1.609823385706477e-15,-1.4432899320127035e-15) (-4.4408920985006262e-16,-1.5543122344752192e-15) (-9.9920072216264089e-16,-1.0888642418271921e-15) (-3.8857805861880479e-16,-7.7715611723760958e-16) (-1.1102230246251565e-16,-2.7755575615628914e-16) (-6.6613381477509392e-16,0) (1.3322676295501878e-15,1.1102230246251565e-16) (1.5820678100908481e-15,1.1102230246251565e-16) (5.5511151231257827e-16,-9.5756735873919752e-16) (-3.8857805861880479e-16,5.5511151231257827e-16) (-1.1102230246251565e-16,1.609823385706477e-15) (2.2204460492503131e-16,1.3322676295501878e-15) (1.1102230246251565e-16,-7.7715611723760958e-16) (9.7144514654701197e-16,0) (1.7208456881689926e-15,-3.3306690738754696e-16) (8.8817841970012523e-16,-4.9960036108132044e-16) (-3.3306690738754696e-16,1.5543122344752192e-15) (-9.9920072216264089e-16,3.3306690738754696e-16) (-1.6653345369377348e-15,-1.2212453270876722e-15) (-9.9920072216264089e-16,1.8041124150158794e-16) (0,2.2204460492503131e-16) (4.4408920985006262e-16,-1.1102230246251565e-16) (3.3306690738754696e-16,-1.5543122344752192e-15) (8.8817841970012523e-16,0) (-6.6613381477509392e-16,-4.4408920985006262e-16) (-1.2212453270876722e-15,-5.5511151231257827e-16) (-8.3266726846886741e-17,5.5511151231257827e-16) (1.1102230246251565e-16,2.2204460492503131e-16)


# name: is_convergent
# type: scalar
3.965556532364931e-14


# name: is_unimodular
# type: matrix
# rows: 1
# columns: 37
 2.6053079403640673 2.6053079403640664 2.6053079403640669 2.6053079403640678 2.6053079403640655 2.6053079403640664 2.6053079403640655 2.605307940364066 2.6053079403640669 2.6053079403640664 2.6053079403640655 2.6053079403640669 2.6053079403640669 2.6053079403640669 2.605307940364066 2.6053079403640669 2.6053079403640669 2.6053079403640655 2.605307940364066 2.6053079403640669 2.6053079403640664 2.605307940364066 2.6053079403640655 2.605307940364066 2.6053079403640655 2.6053079403640664 2.6053079403640655 2.6053079403640664 2.6053079403640669 2.605307940364066 2.6053079403640669 2.6053079403640655 2.605307940364066 2.6053079403640669 2.6053079403640655 2.6053079403640664 2.605307940364066


# name: spectrum
# type: scalar
6.0827625302982211


# name: x
# type: complex matrix
# rows: 1
# columns: 37
 (0.38141405029440684,2.5772374330592971) (0.44223683001893505,-2.5674999611098062) (-1.0124311618406134,-2.4005442313479919) (2.5516432250917553,-0.52606683602694948) (1.3621925797581487,2.2208243604067137) (-2.5565269393663446,-0.50179624591880456) (-0.4430359085883927,2.5673621964626077) (-2.2436414728022589,1.3242742939609464) (1.7888722141017912,1.8940870269706755) (2.599281723342862,-0.17709880524671717) (-1.4228406273142506,2.1824651230633765) (2.519344375354462,0.66372688848191974) (-0.75774448935869287,2.4926798336269722) (-1.379501126778804,-2.2101145005044569) (1.0777955068035623,2.3719161683411376) (1.9059367820782014,1.776241663413356) (1.2611276079739391,-2.2797338924817487) (-1.7430400984653667,-1.9363472517257578) (0.78071833227742471,-2.4855800831536303) (2.3391660815753395,-1.1471405785393216) (1.4768311848250566,2.1462989343640539) (2.0358299370677235,1.6257385802960083) (-2.4022660715743855,-1.0083388247442515) (-0.48428637843195915,2.55990159337997) (-0.82108100650072602,2.4725402817523121) (2.5444975658547029,-0.55960843585809683) (-0.79905039792159527,-2.4797475528177038) (1.2256727510866834,-2.2989901633907994) (0.1197399264977379,-2.6025548628465787) (-2.5425675931484593,0.5683128525691663) (2.5611913331735603,-0.47741849461525632) (-2.5568468517016028,-0.5001636142980127) (2.1941477127805005,-1.4047580854453734) (2.4567467722254532,-0.86719361234033232) (2.3540744489873178,1.1162271062597908) (-0.59998947280980652,-2.5352794908335974) (1.4207895016826442,-2.1838009652970745)


# name: x0
# type: complex matrix
# rows: 1
# columns: 37
 (0.38141405029440684,2.5772374330592971) (0.44223683001893505,-2.5674999611098062) (-1.0124311618406134,-2.4005442313479919) (2.5516432250917553,-0.52606683602694948) (1.3621925797581487,2.2208243604067137) (-2.5565269393663446,-0.50179624591880456) (-0.4430359085883927,2.5673621964626077) (-2.2436414728022589,1.3242742939609464) (1.7888722141017912,1.8940870269706755) (2.599281723342862,-0.17709880524671717) (-1.4228406273142506,2.1824651230633765) (2.519344375354462,0.66372688848191974) (-0.75774448935869287,2.4926798336269722) (-1.379501126778804,-2.2101145005044569) (1.0777955068035623,2.3719161683411376) (1.9059367820782014,1.776241663413356) (1.2611276079739391,-2.2797338924817487) (-1.7430400984653667,-1.9363472517257578) (0.78071833227742471,-2.4855800831536303) (2.3391660815753395,-1.1471405785393216) (1.4768311848250566,2.1462989343640539) (2.0358299370677235,1.6257385802960083) (-2.4022660715743855,-1.0083388247442515) (-0.48428637843195915,2.55990159337997) (-0.82108100650072602,2.4725402817523121) (2.5444975658547029,-0.55960843585809683) (-0.79905039792159527,-2.4797475528177038) (1.2256727510866834,-2.2989901633907994) (0.1197399264977379,-2.6025548628465787) (-2.5425675931484593,0.5683128525691663) (2.5611913331735603,-0.47741849461525632) (-2.5568468517016028,-0.5001636142980127) (2.1941477127805005,-1.4047580854453734) (2.4567467722254532,-0.86719361234033232) (2.3540744489873178,1.1162271062597908) (-0.59998947280980652,-2.5352794908335974) (1.4207895016826442,-2.1838009652970745)


