# Created by Octave 5.2.0, Sat Sep 18 09:35:57 2021 CEST <ania@ania-bania>
# name: F_norm
# type: scalar
1.154981089414934e-12


# name: H
# type: complex matrix
# rows: 58
# columns: 58
 (1,0) (-0.58373572270938556,-0.81194372097637069) (0.88443301194237556,0.46666716981863771) (-0.48072918750993227,0.87686911695876291) (-0.67503758621214327,-0.73778334028418036) (0.97047556655959355,-0.24119945006329876) (0.70282163344890436,-0.71136611639592251) (-0.90930438221615428,0.41613163840604461) (-0.63730919150753285,0.77060819773735501) (0.94668970900277705,0.32214685295410861) (-0.045722190640078264,0.99895419378621875) (-0.32637238022665349,-0.94524127577311556) (-0.57070090765499892,0.8211580079386448) (-0.036361698066521619,-0.9993386947945726) (0.81289943333089354,0.58240407904676561) (-0.99613435221822455,0.087842770509453882) (0.96570179147413548,0.2596537115922789) (-0.9734649291345614,0.22883625531161697) (-0.65178332589328147,0.75840523210714117) (-0.9369833882009716,0.34937391178424299) (0.94840531195463984,-0.3170605056708008) (-0.34308263717610721,0.93930522412487683) (-0.075355650137715571,0.99715672087807838) (0.52489893529961196,0.85116455971882088) (0.86312823618354495,-0.50498479967488297) (0.12517106425986307,-0.99213517459671319) (-0.99334402431350899,0.11518528274326106) (0.91886117881558471,-0.39458096009010668) (0.73223494405185474,-0.68105211746926941) (0.91443325266190012,0.40473673718378711) (0.92517011341961752,0.37955271206399088) (0.73115956269994886,-0.68220648917495841) (-0.27619523973629695,0.96110155007002762) (-0.9748037413512588,-0.2230642639411177) (0.66263405520286767,-0.74894332822010168) (-0.6064615850552646,0.79511278813276487) (-0.23569569981253366,-0.97182690695919649) (0.16972278723541284,-0.98549184445790328) (-0.51720763960274641,-0.85585995205790266) (0.11558667006777848,0.99329739841733455) (-0.1449618656527196,-0.98943724283376544) (-0.98133774605635604,0.19229203874584097) (-0.30651335899361176,0.95186635656401364) (-0.82401414874167966,-0.56656922143152677) (-0.22734046240332328,0.97381533883701121) (0.46275569744147144,-0.88648585126072632) (-0.48786040171580425,-0.87292166225709766) (0.72997293413036035,-0.68347605330187855) (0.41327192105631211,-0.9106076648405852) (-0.35984249874124985,-0.9330130631988236) (-0.997302829989274,0.073396630000205576) (0.86179405919888086,-0.50725831637294605) (0.94025967552125977,-0.34045813632318378) (-0.86709324458718628,0.49814586738350353) (0.96893448460870635,-0.24731753786592192) (-0.45261348515686406,0.89170680890871135) (-0.5920297209422255,0.80591613057505451) (-0.20472080721212974,0.97882040798831627)
 (0.99999999999999989,0) (-0.9926314807324611,-0.12117237085608051) (0.5188223738359945,-0.85488206461896588) (-0.074461070027970588,0.99722392121844528) (0.98394429968386576,-0.17847581102105647) (0.8776488241699516,0.47930422638769249) (-0.99932173258620138,-0.036824920650492865) (-0.43752323752660133,-0.89920710441157203) (-0.1622172871357021,-0.98675506168163807) (0.99732213452129725,0.073133849850001875) (0.96964370957183021,0.2445221390544885) (0.94556684280963232,-0.32542794252955987) (-0.64936107252736597,-0.76048024135155023) (-0.99278537895697616,-0.11990492620927867) (-0.75336709725819151,0.65760019523170077) (0.81803897652656166,-0.57516278815946886) (-0.63354883843315146,0.77370270086125648) (-0.82980847648486178,0.55804828855025901) (-0.35257861295427306,0.93578219778281757) (-0.069321020716325954,-0.99759440459880411) (0.033648311765294092,0.99943373522977785) (0.80382876563284333,-0.59486075306846198) (0.99146421788236039,-0.13037908060313697) (-0.41789357969154473,-0.90849598571077295) (0.80243568652494002,0.59673861027358222) (0.95952422324853659,-0.28162610851853254) (0.71481868733365139,0.6993098342212799) (-0.74147478578569248,0.67098073149984117) (-0.89212751753003305,0.45178367883944082) (0.68549877573727169,-0.72807377954620933) (-0.60960519903689869,0.79270517931143925) (-0.97962353354178333,-0.20084255657383132) (-0.19755542917892033,0.98029171801149939) (0.15165813155870311,0.98843300791309274) (0.34294441705154316,-0.93935569770624272) (-0.98651055072328886,-0.16369768877913926) (-0.60646158505526437,0.79511278813276465) (-0.8742737675496095,-0.48543318734364288) (-0.97355170864577012,-0.22846678225269806) (-0.8251914981614541,-0.56485307059628953) (-0.90229495557674921,-0.43111925628618386) (0.56298153477733381,-0.8264694740277827) (0.8052045068974556,0.59299721927849347) (-0.9588500892441727,-0.28391284993187632) (0.96851475752453164,-0.24895614966736559) (0.025448654611485988,0.99967613054352011) (-0.77606771347368508,-0.63064958899829948) (0.8734085882928081,-0.48698812911236816) (0.47575375607111287,0.87957851473545423) (-0.8350305076154898,-0.55020364534544286) (0.99068272899622423,-0.13619005275201829) (0.82628885868578961,-0.5632465907679669) (0.1083196134085932,0.99411612065744626) (0.75930364524965044,-0.65073648607604118) (-0.6440103634678167,0.76501676566337617) (-0.037606487734918759,0.9992926258510284) (-0.72575311471824155,-0.68795524307673495) (0.93809266970215333,-0.34638438626919255)
 (1,0) (0.62985263279748327,-0.77671465864761569) (0.96123153911452808,0.27574250345479534) (-0.63990666141759434,0.768452643090903) (0.046483875970673161,0.99891904040054402) (0.050515002878058268,-0.99872330226356099) (0.97352780790240079,-0.22856860510741961) (-0.59355813314518713,-0.80479111735729536) (-0.36468997701788919,0.93112900323354508) (-0.21905603002965718,-0.97571228121185771) (-0.52449534080748761,0.85141331764968431) (0.90908367593102579,0.41661357413763472) (0.14533583175090237,0.98938238108896925) (0.59238537733270435,0.80565474287835637) (-0.9999993126821457,0.0011724483958385767) (-0.98409800061056085,-0.17762636401813381) (0.75102906795178648,0.66026914140482984) (0.92440315061187261,0.38141685219565624) (-0.84774983094191292,-0.53039628970983577) (0.9900889252471059,0.14044187446425388) (0.72687737429245725,-0.68676726970765278) (-0.97765957029584682,-0.21019458748725922) (0.84823747058942456,-0.52961608122115944) (-0.07733407938577963,-0.99700523577640154) (0.96891185578888761,-0.24740617557315703) (-0.99187051650535363,0.12725124159474277) (-0.60316307713434147,-0.79761789246595716) (-0.65503955637008116,0.75559458679273628) (0.23652713310009865,0.97162488405117164) (0.024817110323252622,-0.999692008088094) (-0.99985982829337061,0.016742872069953674) (0.51622395841184499,0.85645363258124418) (-0.14048768239296344,0.99008242641502298) (-0.94711375937505704,-0.32089800062084073) (0.50789536465834328,-0.8614187707256975) (0.34294441705154327,-0.93935569770624305) (0.66263405520286756,-0.74894332822010179) (-0.92661353930532686,-0.37601509115467419) (-0.42963722783756114,-0.90300157943165127) (0.35549075012812897,-0.93467979895435027) (-0.15035755408385765,0.98863168365672016) (0.98414795048968484,0.17734940526248139) (0.4035179919701159,-0.91497171003064803) (-0.38921859258637076,-0.92114542130170107) (0.0061736277523171679,0.99998094297860329) (-0.053467603767401339,0.99856958462962209) (-0.67112843670072142,0.74134109656193226) (0.32169092695702822,0.946844732526684) (-0.95295761375511978,-0.30310359019013627) (-0.21884990067961574,0.97575853620274433) (0.19554305679338796,0.98069511722038338) (-0.10139446553969783,-0.99484630087160952) (-0.92677936034654995,-0.37560619967679071) (-0.99593382315281542,-0.090087845463284133) (0.47790627442313438,0.87841083376003926) (0.99972038478270298,-0.023646400358776076) (0.77485251708362368,-0.6321420542640499) (-0.94562963312711934,-0.3252454410931388)
 (0.99999999999999989,-1.7347234759768071e-18) (0.0036219256959624038,0.99999344080561536) (0.15365808085215638,-0.98812407833674087) (0.96722816010789658,-0.25390881492043094) (-0.11140752977180048,-0.9937748046263537) (-0.87685650061512022,0.48075219950511811) (0.97888176128452442,0.20442724237368512) (-0.99985375939172805,0.017101456962271333) (-0.47442963582573772,-0.88029342872150296) (-0.36123797776686484,-0.93247365829759932) (-0.91024986031475585,0.41405940612063341) (0.049806446746106924,-0.99875888875269969) (-0.069600184466204765,-0.99757496676804924) (0.68755045677350679,0.72613660518565126) (-0.99150632740025235,-0.13005845887625783) (0.97802154135354613,0.2085038720226485) (0.6766678717570187,0.73628838869822733) (0.25573824734336104,0.96674606223441384) (-0.65437311780777363,-0.75617182087838464) (-0.33851190988649948,-0.94096210702928762) (-0.94306671114496032,-0.33260363547356664) (-0.93079765583568574,-0.3655348463427105) (0.92327842099115898,-0.38413143236667391) (0.9282921437657885,0.37185171214170959) (-0.83576403201870342,0.5490887749570561) (-0.13084288823991164,-0.99140311609205622) (-0.92251819940449686,-0.38595358758209025) (-0.1772126260167867,0.98417258912257588) (-0.86482719318426615,-0.50206964250890918) (0.90888567011150634,-0.4170453676351813) (0.13815508290949247,-0.99041060831670724) (-0.32303182226708171,-0.94638810316001465) (-0.27838365623104983,0.96046995785575529) (0.91462474727472731,-0.40430381110329128) (-0.94711375937505682,-0.32089800062084067) (0.15165813155870314,0.98843300791309274) (-0.97480374135125858,-0.22306426394111767) (-0.97439861875241884,0.22482733769133989) (0.9491242024234281,0.31490196629125022) (-0.54354647080151985,0.83937907650787613) (0.71730364736926899,-0.69676070316195671) (0.71839744300132091,0.69563288729700334) (-0.77167657306517601,0.63601514650390789) (0.26346295607873255,-0.96466951375808452) (0.19080454933015203,-0.98162804766108891) (0.92639845134972154,-0.37654469766129706) (0.1293257722804074,-0.99160216045754956) (-0.57420769397414517,0.81870967026223418) (0.19466353708541603,0.98087007668161319) (0.94294832886750013,0.33293910717425251) (-0.32122930784153186,0.94700144233451644) (-0.66242059233699857,0.7491321371079358) (0.19553804520752699,-0.98069611647870902) (0.10101929939394763,0.99488446623211313) (0.37508724725059739,0.92698951285868003) (0.32955883224780486,0.9441350412348164) (0.99018354051913626,0.13977323093135088) (0.22398380415736946,0.97459286652180721)
 (1,5.5511151231257827e-17) (-0.850663845922632,-0.52571001630187542) (-0.99965007747248791,-0.026452270398744371) (0.9846639166679293,0.17446194774843321) (-0.48430093308009076,-0.8749014837213126) (0.0094793648751500537,0.9999550698114239) (0.9778217162651045,0.20943899159509288) (0.82857343106706649,-0.55988040627418845) (0.62974590791312701,-0.77680119172583284) (-0.77754787574854567,0.62882374392108087) (-0.018484960437980702,-0.99982913852198363) (0.36351005117806667,0.93159027619040768) (0.10741737444214244,-0.99421401502290307) (0.99222969367432479,-0.1244195924722318) (0.53415306981073229,-0.84538777966787204) (-0.78259089809552806,0.62253633325135149) (0.98807550225581364,-0.15397013295416978) (-0.91912135206363388,-0.39397454255411191) (0.72160759011243625,0.69230230816610772) (0.87264120473841844,0.48836188200214853) (-0.91712406837943816,-0.39860186050638652) (-0.89752243358690553,-0.44096879845204501) (-0.31962903310256385,0.94754275956176204) (-0.89213782935686525,0.45176331572010464) (0.90715963835461189,0.42078663303428643) (-0.99552109264572208,-0.094539695882040919) (0.58185321261950262,0.81329382080793311) (-0.97839818815965518,-0.20672925628924205) (0.52019588293251073,-0.85404697960947529) (-0.62804365367109705,-0.77817810884363792) (-0.23843899689407122,0.97115747680803632) (-0.37424476719570748,0.92732995973743482) (0.49515148526330849,0.86880665665126133) (-0.27838365623104988,0.96046995785575517) (-0.14048768239296333,0.99008242641502286) (-0.19755542917892038,0.9802917180114995) (-0.27619523973629695,0.96110155007002751) (-0.98575886026973136,0.16816500646603699) (-0.26216694507834071,0.96502253492252199) (0.94749862869811674,0.31975982958338339) (-0.0024826929298805145,-0.99999691811315905) (0.91923219072889206,0.39371586141247072) (0.44292288376779176,-0.89655971303356241) (-0.27722058746380651,-0.96080629987850552) (0.15462686710867088,0.98797294090889021) (0.3609284094071743,-0.93259352522029149) (0.24479064243618021,-0.9695759595697917) (0.84578224915452349,0.53352824387760323) (-0.26710572238490554,-0.9636672315012268) (0.92386842442624895,0.38271024855386004) (-0.84307840035358406,0.53779067568827044) (0.23212228778670019,-0.97268661115113175) (0.0087954789794920107,-0.99996131902665197) (0.26454767838835452,-0.96437260737711461) (0.018720362236621213,0.99982475866410492) (-0.94437283663380778,-0.32887679369061285) (-0.92671720524434542,-0.37575952616549013) (-0.40316988157845657,-0.91512515351071766)
 (1,5.5511151231257827e-17) (0.73669436913106745,0.67622585464516138) (-0.69807443550369697,0.71602519683052646) (-0.23442133276199922,0.97213509284774258) (-0.11533534325341349,0.99332661224625241) (-0.21268921154534109,-0.97711990016180927) (-0.77839926908026902,0.62776952609640746) (-0.92104504517737951,0.38945606267485594) (0.28898340986178439,-0.95733410511934391) (0.77468443512536211,0.63234802599083006) (0.99023657180976166,-0.13939702956108752) (0.9746895560588984,0.22356267423187748) (-0.124830615472381,-0.99217806740564018) (-0.97095245050711176,-0.23927252005659699) (0.18379462895206775,0.98296466587989539) (0.049803340108045491,0.99875904367073653) (0.66183555615884526,-0.74964904895818685) (0.92562064760237917,-0.37845266115084125) (0.99891816707608261,0.046502639552631286) (0.82163598577205565,0.57001254976042448) (-0.99325868693116715,0.11591885453098216) (0.75398780010834265,0.65688842072895681) (0.56206987481499071,-0.82708975076799462) (-0.42588686445859653,0.90477642469376096) (0.974491198768623,-0.22442571938726413) (-0.26813009102074115,-0.96338271434005396) (-0.97885132344402603,0.20457293709550153) (-0.58098476797090526,-0.81391443001447827) (-0.72052621146466889,-0.69342770249851671) (-0.89208005439086258,0.45187739106753122) (-0.98366571049918172,-0.18000491656656975) (-0.6247566779850714,0.7808195011096114) (-0.37424476719570759,0.92732995973743504) (-0.32303182226708183,-0.94638810316001465) (0.51622395841184499,0.85645363258124418) (-0.97962353354178355,-0.20084255657383154) (0.73115956269994875,-0.68220648917495841) (0.074916026568117133,-0.9971898459988664) (0.4900462762677899,-0.87169641912541818) (0.44347090446187143,-0.89628876869888918) (0.99804217934009509,-0.062544450258004647) (-0.97830956070382236,0.20714826437963252) (-0.27952946539545143,0.96013711415387593) (-0.49204660653150245,-0.87056885827649133) (-0.4913875860932953,-0.87094100846923406) (0.20954502185691676,-0.97779899970034079) (0.37007323417564619,0.92900258414429626) (-0.645239730269344,-0.76398016367046051) (0.99153855649452738,-0.12981252244968977) (0.87404385057077505,0.48584704103185727) (0.94751423352197262,-0.31971358631323404) (-0.89088577195607332,0.45422741146504536) (-0.28778472474889488,-0.95769512487075104) (-0.26557690298301151,0.96408967871352702) (-0.51352103769245216,0.85807700344856797) (0.62944212602741045,0.77704736662709117) (-0.94747432161674661,0.31983184625187927) (0.019082450716757848,-0.99981791345956883)
 (1,5.5511151231257827e-17) (0.95277012757166135,0.30369241677572206) (0.50356559337912199,-0.86395699728906006) (0.85314542989894937,0.52167315001113079) (-0.96710470462752007,0.25437863567389402) (0.027228099818392804,0.99962924656108343) (0.2505064844902482,-0.9681149214986503) (-0.15239580838019817,-0.98831954224741891) (-0.053278334203540001,0.99857970092751946) (0.99055592244192303,-0.13710931593158232) (-0.70334380464116553,-0.71084983820276126) (0.32400520916514075,0.94605529671042521) (-0.99926732344041669,-0.038272918679246593) (-0.91094498939180013,0.41252784912290519) (-0.24987171594224045,-0.96827895028864508) (-0.9432340392681946,-0.33212881110467524) (-0.61267263476152567,-0.79033679062433193) (0.05563526028003779,-0.99845115945326579) (-0.38035313974467655,0.92484133184366524) (0.85476633126449864,-0.51901302386031678) (-0.89872978194409714,0.43850288373819657) (0.97048822259920942,-0.24114852227667138) (-0.41034399795946985,0.91193081060935699) (0.27388336696940258,-0.96176291324707752) (0.24572479028187122,-0.96933963472093998) (-0.97913885134816936,-0.20319229754246054) (-0.84481628380129636,-0.53505648918984872) (0.80267961394971554,-0.59641046046286961) (-0.47590711558490745,-0.87949554708119604) (0.63172408483201536,0.77519331823949045) (0.042889176170961385,0.99907983593273131) (-0.98366571049918194,-0.18000491656656986) (-0.23843899689407122,0.97115747680803655) (0.13815508290949252,-0.99041060831670757) (-0.99985982829337083,0.016742872069953618) (-0.60960519903689903,0.79270517931143947) (0.92517011341961775,0.3795527120639911) (-0.18012311811579029,0.98364407298587597) (0.9485932186866447,0.31649787591974232) (-0.2689297202869298,0.96315980270482449) (-0.35475825161716357,-0.93495806478661325) (-0.64637457010299459,-0.76302025865908019) (-0.69187827090240206,-0.72201416762629977) (0.9018588415265959,0.4320308206138822) (-0.92509394610683993,-0.37973831894671028) (0.54918153308674089,0.83570308346714639) (0.82562167623154903,0.56422411126839267) (0.98181602107472266,-0.18983493029734955) (-0.96701718313774121,0.25471114525348931) (-0.21186099437761136,0.97729981022270107) (0.79916890659158168,-0.60110652860971037) (0.78803893905608369,-0.61562539789336246) (-0.13861018959253785,0.99034701763630251) (0.44928774596755477,0.89338710608749672) (0.10608886759957553,-0.99435665239965154) (0.52855047446117442,0.84890187651275106) (0.97910851050168124,-0.20333844856095989) (-0.90258914022341086,-0.43050301270811275)
 (0.99999999999999989,0) (0.11713116521740669,0.99311645346093058) (0.94529219110004181,-0.32622488170782049) (-0.12183584146990423,-0.99255026458780482) (-0.93197110734657163,0.36253255725686589) (-0.73522298769720695,-0.67782531552133185) (-0.99989730083039818,-0.014331356952041796) (-0.34564819893855481,0.93836417374627823) (-0.12528373405603715,-0.9921209533020553) (-0.71970003159441875,-0.69428514640815431) (-0.44160219066026479,-0.89721095914174864) (0.98479057687429183,0.17374556022989451) (0.5872718213781396,-0.8093897749633403) (-0.77267353145225903,0.63480360253632429) (0.22353362215097883,-0.9746962192232338) (0.15448788103722935,0.98799468349411101) (0.6419360989162014,0.76675813977306462) (-0.18120201151075047,-0.98344589633820634) (-0.3967740695175424,0.91791630215313647) (-0.80920207947155753,0.58753042013065837) (-0.89546603967135696,0.44512983700859904) (0.84537546088796867,0.5341725658702926) (-0.57075709100833427,0.82111895792491829) (-0.94841657594577988,0.31702681033516283) (-0.94268379952221948,0.33368735984204412) (-0.9680977904049749,-0.2505726805000944) (-0.81695983302167252,-0.57669457360824949) (0.29015239406031973,0.95698045341640303) (0.80817407696381161,0.58894368264180574) (-0.69586266080433923,0.71817487932836244) (0.63172408483201514,0.77519331823949) (-0.89208005439086246,0.45187739106753111) (-0.62804365367109694,-0.77817810884363803) (0.90888567011150645,-0.41704536763518124) (0.024817110323252678,-0.99969200808809378) (0.6854987757372718,-0.72807377954620933) (0.91443325266190012,0.40473673718378711) (-0.62533607338110442,-0.78035555699200454) (0.0021942277251086328,-0.99999759267944921) (-0.33705989690383215,-0.94148320531976537) (-0.56049929440684154,0.82815490155491744) (-0.98994393620350607,-0.14146025298262177) (0.99357466017818774,-0.11317859626183885) (-0.85555104071166621,-0.51771847247049652) (0.60205061463485521,0.79845792463835841) (0.10396707264737459,0.99458073971153105) (-0.58019442405569477,-0.8144780109338019) (0.93532468928500845,0.35379051091557728) (0.98504310072855916,-0.1723081243211344) (0.9428024480047329,-0.3333519821994157) (-0.20463589955777789,0.978838162625561) (0.98687555654396319,0.16148261793780239) (0.88764837334487812,-0.46052184019673797) (0.89562433642063399,-0.44481124987021142) (0.49370809976886909,-0.86962768597982065) (0.1543242873663036,-0.98802024995891924) (0.48537310468236372,0.87430712524318732) (-0.13941360537664843,0.99023423826682844)
 (1,0) (-0.98242105857664908,-0.18667850348965226) (-0.89909753100278667,0.43774836349744861) (0.62644703355646592,0.77946399156619472) (-0.7406538611124599,0.67188678958527015) (0.80531273278567306,-0.5928502360742306) (0.46111512544144467,0.88734031864280805) (-0.40706522343339879,0.91339909342582426) (-0.77410996024576417,-0.63305115863435657) (-0.77938870851124498,0.62654069384611755) (-0.72980073510063703,-0.68365992060861069) (-0.71910919012968577,0.69489709502272634) (0.99112343094455235,-0.1329448932178387) (0.97868717706855368,0.20535678572081317) (0.96427803759790598,0.26489217845443086) (-0.80917022286741447,-0.58757429353631496) (0.7742369521064979,0.63289583818574813) (-0.99635653993518924,-0.085285668950750293) (-0.88915182391612912,-0.4576123184821615) (-0.30029425474773391,-0.95384661270327009) (0.23619304030572996,0.9717061529655654) (-0.75870467651496587,0.6514347349000682) (0.14834034603253166,-0.98893636890294778) (0.1664064576625307,-0.98605724521865801) (-0.80504021655661062,0.59322023711812677) (-0.99954921687477505,0.030022708822236399) (0.82404380102107377,-0.56652609295489487) (-0.99814635204368529,-0.060859345230457551) (-0.28712944701772747,-0.95789178963768884) (0.80817407696381183,0.58894368264180597) (-0.4759071155849075,-0.87949554708119604) (-0.720526211464669,-0.69342770249851671) (0.52019588293251084,-0.85404697960947551) (-0.86482719318426637,-0.50206964250890929) (0.2365271331000986,0.97162488405117164) (-0.89212751753003339,0.45178367883944093) (0.73223494405185496,-0.68105211746926941) (0.94174888609337959,-0.33631686776294112) (-0.85289086201745201,0.52208924283797353) (-0.35082557904970901,-0.93644082198740153) (0.95991558867400739,0.280289248135977) (-0.98624780527766842,0.16527330874942991) (0.50921929114897613,0.86063680697593359) (0.070708796007397268,0.99749700058054602) (0.97051275271164117,-0.24104978080071293) (0.74099760137356208,0.67150767289631719) (0.98667295445570768,0.16271595172460718) (0.85165613247251759,-0.52410097502480768) (-0.63238106747359546,0.77465746333521945) (0.049680264151113984,-0.99876517327842096) (0.042050564585260963,0.99911548382459825) (-0.24977319919877161,-0.96830436793500785) (-0.60675345871060449,0.79489008066695488) (0.71552315636755082,-0.69858901558914765) (0.73558771617563212,-0.67742948844254036) (0.64468586739202072,0.76444759950241226) (0.87263388050240653,0.48837496925959639) (0.14253940439612378,-0.98978912814518272)
 (1,0) (0.98300556702008557,0.18357574787405875) (0.15049539422458832,0.98861071019748825) (0.71800339364238785,0.69603960140067911) (-0.2725461455923871,0.9621427121392796) (-0.53733672638151875,0.84336779786851634) (0.95795550186302392,-0.28691681102779565) (-0.99699822689511775,0.077424386132458417) (0.73261500629005039,0.68064326380169715) (0.13046513690407582,-0.99145289754612043) (0.7681021348094148,-0.64032734636373434) (0.42477687200567693,-0.90529807743586277) (0.47185252177330655,-0.88167749075054092) (-0.52894147340676767,-0.84865830444901413) (0.3997819915981915,0.91661025479414282) (-0.61906709040849051,0.78533810398653514) (0.9944401395990411,-0.10530341283281704) (0.99436015717466586,-0.10605601267052919) (0.67410224960682885,-0.7386380419901275) (-0.97113552084555999,0.23852840533575914) (0.99668893443235573,0.08130908916041224) (-0.47041251296079745,-0.88244663728177075) (-0.90324408119592481,-0.42912717204172823) (-0.29027183573987259,-0.95694423106898086) (0.14788881880895524,0.98900399254567617) (0.94668042322062895,-0.32217413969903008) (-0.63039036597494547,0.77627829190695175) (-0.40005335423844224,0.91649185144362555) (-0.99814635204368529,-0.060859345230457496) (0.29015239406031995,0.95698045341640325) (0.80267961394971543,-0.59641046046286961) (-0.58098476797090537,-0.81391443001447827) (-0.97839818815965529,-0.20672925628924207) (-0.1772126260167867,0.98417258912257621) (-0.65503955637008116,0.75559458679273639) (-0.7414747857856927,0.67098073149984139) (0.91886117881558482,-0.39458096009010679) (-0.058712557277893873,0.99827492987547495) (0.21812923259544298,0.97591989317121763) (0.61129308317564213,-0.79140430025469166) (-0.9647570399370865,-0.26314226929900464) (-0.46185511104827348,-0.8869553857994118) (-0.74824067214049428,-0.66342738604518003) (0.88007273237121109,-0.4748389050369255) (0.7588559409486495,0.65125852077876123) (-0.90683100561002039,0.42149439766658348) (-0.84183937974792034,0.53972813406902831) (0.22563380136385625,-0.97421218822292166) (-0.22974341518829763,-0.9732512333296145) (-0.61820540888626696,-0.78601658533631502) (-0.94129943208968092,-0.33757277607598296) (0.48272013934827407,0.8757746668336448) (-0.97270639163955763,-0.2320393838630645) (0.346626247264325,-0.93800332872940728) (-0.48897680686582584,0.87229678570272207) (-0.38350121153060396,-0.92354037310480375) (0.93989059154558829,-0.34147573255516028) (0.40219284353666762,0.91555497738141745)
 (0.99999999999999989,5.5511151231257827e-17) (-0.73741575572205686,-0.6754391188055896) (-0.39191348552034411,0.92000207601249206) (-0.99831666496435034,-0.057998590107500914) (0.65109987856281115,-0.75899206065379432) (0.53643620600566377,-0.84394087286151132) (0.99470056776504179,-0.10281430098922609) (0.61916585707693994,-0.7852602380295195) (0.72348471016004545,-0.69034040455751433) (0.68231693570976282,-0.73105649524755445) (0.62095286429010144,-0.78384790637592527) (-0.43679939908112775,-0.89955893912648444) (0.63230418535642163,-0.77472021864719298) (0.81136381460333107,0.58454149583440862) (-0.81473587718560758,0.57983226059490778) (0.85506488055970264,0.51852102178544546) (-0.4714503717325455,0.88189259379657248) (-0.94271951610460158,0.33358644150430578) (0.89348242735110706,-0.44909815409860254) (-0.54846519684793704,0.83617338384246165) (-0.64611791500135041,0.76323760383926975) (0.92603634281926728,0.37743435426298338) (-0.9391609273737449,0.34347744102704758) (0.84881169109885612,0.52869529320195885) (-0.053166042310450412,-0.99858568583023521) (-0.65601891156254077,0.75474445189898343) (-0.80814468411058127,0.58898401467595973) (-0.63039036597494535,0.77627829190695152) (0.82404380102107355,-0.56652609295489487) (-0.81695983302167263,-0.57669457360824961) (-0.84481628380129614,-0.53505648918984872) (-0.97885132344402603,0.20457293709550156) (0.58185321261950262,0.81329382080793311) (-0.92251819940449686,-0.38595358758209031) (-0.60316307713434147,-0.79761789246595727) (0.7148186873336515,0.69930983422128035) (-0.99334402431350899,0.11518528274326098) (0.81877287826938994,-0.57411756096678945) (0.73928414467849768,0.67339360958282124) (0.026760837943303972,0.99964186464582072) (-0.26534792957361925,0.96415272455715917) (0.058999735838563827,-0.99825799830053019) (-0.82391039383962705,0.56672009221751396) (0.9691661062478516,-0.24640831662178123) (-0.74608697056845652,0.66584850555361408) (0.47614234917576315,0.87936821828025336) (-0.37674997769047325,0.92631498655167333) (0.050951924838087359,-0.99870110711628513) (0.44969194757757014,0.89318371698318089) (-0.85521077250029398,-0.518280362930575) (0.98291488392010473,0.18406067197620174) (0.90493078939168359,0.42555876963229011) (-0.85781201566963006,-0.51396356463547488) (-0.88086351033076105,-0.47337033722844357) (0.58465349154568669,-0.8112831163184907) (-0.1516769489678168,-0.9884301205203202) (0.87005691846073641,0.4929512741018211) (-0.65613569646831527,-0.75464292736369054)
 (0.99999999999999989,-1.3877787807814457e-17) (0.50334053505975929,0.86408813541545382) (-0.95252475980789286,0.30446113373124817) (0.61090989586320288,0.79170013208058265) (0.29453885086801729,-0.95563950594842184) (0.96381955322291124,-0.26655556423603338) (0.98051853112411391,0.19642660237913204) (-0.91578838751094127,0.40166108761007446) (0.28115591458657119,-0.95966210287422804) (0.44206237753160249,0.89698431110644417) (-0.99977895205149281,-0.021024914620984797) (0.34869274334547418,0.93723709419666323) (-0.095401393595328662,0.99543888516577084) (-0.43638094258814319,-0.89976200905899606) (-0.76104384190009744,0.64870044759190537) (0.59691665131843741,-0.80230325399987246) (-0.78364980846882226,-0.62120284745546528) (-0.5295790065187943,0.84826061788495555) (0.92190410782120424,-0.38741814100837768) (0.94822368697089021,-0.3176032737037347) (0.25209493757377233,-0.96770250720439777) (0.96615611423220071,-0.25795806428900875) (-0.7365403251435213,0.67639363497705673) (-0.99790798993085972,-0.064650163434857161) (-0.45345495113148304,-0.8912791971623405) (-0.89682961044881393,0.44237614065659758) (-0.65601891156254089,0.75474445189898365) (0.94668042322062884,-0.32217413969903003) (-0.99954921687477505,0.03002270882223651) (-0.96809779040497512,-0.25057268050009446) (-0.97913885134816925,-0.20319229754246049) (-0.26813009102074109,-0.96338271434005396) (-0.99552109264572197,-0.094539695882040975) (-0.13084288823991169,-0.99140311609205645) (-0.99187051650535352,0.12725124159474283) (0.95952422324853681,-0.28162610851853254) (0.12517106425986307,-0.99213517459671319) (0.99980832096735572,-0.019578593525484536) (-0.36188879154505849,0.93222127338634309) (-0.33074952199521579,-0.9437185775960627) (0.11386931597423691,0.99349573671936664) (0.93480139212790581,0.35517088461151886) (0.97172271086295903,0.23612491014956785) (-0.29140006473166213,0.95660127653813021) (0.98365585518883769,-0.18005876416525129) (0.99810561974685785,-0.061523750127387811) (-0.80985518066447781,-0.58662985463655615) (0.25867191298924797,0.96596523821019586) (-0.33467855167206023,-0.94233235487841038) (-0.8184957816176599,-0.57451253726449847) (-0.9918965894847418,-0.12704784834281718) (0.83529116824036143,0.54980784303214103) (0.9771646410265391,0.21248356248772371) (0.45313785292115921,0.89144045580734022) (0.48418063936087619,0.87496806139887084) (0.26002468378515708,-0.96560196966577838) (-0.49011537136219041,-0.87165757195959692) (-0.43501454266723377,0.90042342687649912)
